wine_upc,item_desc_truth,brand_family_truth,size_truth,color_truth,Period Descriptions,$,$ YA,9 Liter Equivs,9 Liter Equivs YA,Units,Units YA,Max Item %ACV Reach Where Dist WINE,Max Item %ACV Reach YA Where Dist WINE,$ Per Point of Max Item ACV,# Stores,# Stores Selling,$ per Store Selling,arp_truth,arp_ly_truth,prestige_truth
8826785217,GH MUMM GRAND CORDON 750ML,GH MUMM,750ML,WHITE,Latest 52 Wks,8306.88,7509.47,19.33,17.83,232.00,214.00,0.00%,0.00%,87440.84,238866,20,415.34,$35.81,$35.09,
8678557030,GOSSET SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,GOSSET,750ML,WHITE,Latest 52 Wks,8236.86,19492.41,15.80,24.16,190.00,290.00,0.00%,0.00%,228801.61,238866,75,110.38,$43.44,$67.24,
827582875133,EGLY-OURIET SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 750ML,EGLY-OURIET,750ML,WHITE,Latest 52 Wks,8170.13,18065.51,7.83,21.33,94.00,256.00,0.00%,0.00%,355222.91,238866,27,304.49,$86.97,$70.59,
837582851287,GASTON CHIQUET SPK CHAMPAGNE WHITE WHITE BRUT FRANCE 750ML,GASTON CHIQUET,750ML,WHITE,Latest 52 Wks,8049.45,61343.01,7.13,57.28,86.00,687.00,0.00%,0.00%,277567.38,238866,29,280.50,$94.08,$89.24,
8739611120,HENRIOT SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,HENRIOT,750ML,WHITE,Latest 52 Wks,7989.46,22414.13,6.08,18.67,73.00,224.00,0.00%,0.00%,443858.89,238866,19,420.50,$109.44,$100.06,
8469251100,TAITTINGER LES FOLIES SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,TAITTINGER,750ML,WHITE,Latest 52 Wks,7915.43,28611.56,5.67,22.25,68.00,267.00,0.00%,0.00%,359792.27,238866,22,360.10,$116.4,$107.16,
81216102032,GASTON CHIQUET SPK CHAMPAGNE WHITE WHITE BRUT FRANCE 750ML,GASTON CHIQUET,750ML,WHITE,Latest 52 Wks,7862.29,7143.68,11.00,9.17,132.00,110.00,0.00%,0.00%,167282.77,238866,29,271.11,$59.56,$64.94,
647582800705,AMOUR DE DEUTZ SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,DEUTZ,750ML,WHITE,Latest 52 Wks,7819.29,3684.70,3.33,1.67,40.00,20.00,0.00%,0.00%,781929.00,238866,10,781.93,$195.48,$184.24,
347582837689,DOM PERIGNON ROSE 750ML,DOM PERIGNON,750ML,PINK,Latest 52 Wks,7747.44,0.00,2.48,0.00,30.00,0.00,0.00%,0.00%,2582480.67,238866,30,259.92,$259.99,,
327582882721,CHAMPAGNE TELMONT SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,CHAMPAGNE TELMONT,750ML,WHITE,Latest 52 Wks,7738.89,4454.06,9.25,6.42,111.00,77.00,0.00%,0.00%,429938.33,238866,18,429.94,$69.72,$57.84,
827582862526,CHARLES HEIDSIECK SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 375ML,CHARLES HEIDSIECK,375ML,WHITE,Latest 52 Wks,7718.69,7493.85,8.50,8.67,204.00,208.00,0.00%,0.00%,428816.11,238866,23,335.60,$37.84,$36.03,
337582899957,BILLECART-SALMON RSV SPK CHAMPAGNE ROSE WHITE BRUT CHAMPAGNE FRANCE 1.5L,BILLECART-SALMON,1.5L,PINK,Latest 52 Wks,7641.79,0.00,11.42,0.00,69.00,0.00,0.00%,0.00%,694707.73,238866,14,557.92,$111.53,,
8469251370,TAITTINGER NOCTURNE SPK CHAMPAGNE ROSE PINK CHAMPAGNE FRANCE 750ML,TAITTINGER,750ML,PINK,Latest 52 Wks,7523.37,4411.52,6.63,3.67,80.00,44.00,0.00%,0.00%,147517.14,238866,34,222.11,$94.54,$100.26,
347582802426,CHAMPAGNE ANDRE CLOUET SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,CHAMPAGNE ANDRE CLOUET,750ML,WHITE,Latest 52 Wks,7456.67,179.97,10.83,0.25,130.00,3.00,0.00%,0.00%,573590.00,238866,15,497.11,$57.36,$59.99,
347582815194,EGLY-OURIET SPK CHAMPAGNE BLANC DE NOIR WHITE BRUT CHAMPAGNE FRANCE 750ML,EGLY-OURIET,750ML,WHITE,Latest 52 Wks,7442.02,0.00,1.98,0.00,24.00,0.00,0.00%,0.00%,1.00,238866,3,2393.70,$312.69,,
327582856806,LOUIS ROEDERER SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 375ML,LOUIS ROEDERER,375ML,WHITE,Latest 52 Wks,7439.82,16332.32,8.46,20.58,203.00,494.00,0.00%,0.00%,371991.00,238866,19,391.57,$36.65,$33.06,
328294601150,NICOLAS FEUILLATTE PALMES D'OR ROSE 750ML,NICOLAS FEUILLATTE,750ML,PINK,Latest 52 Wks,7333.50,21356.21,3.17,9.42,38.00,113.00,0.00%,0.00%,120221.31,238866,27,271.61,$192.99,$188.99,
8838800840,NICOLAS FEUILLATTE ROSE 750ML,NICOLAS FEUILLATTE,750ML,PINK,Latest 52 Wks,7147.51,697.77,13.84,1.92,166.00,23.00,0.00%,0.00%,595625.75,238866,21,334.84,$43.03,$30.34,
63343810384,GH MUMM GRAND CORDON 750ML,GH MUMM,750ML,WHITE,Latest 52 Wks,7106.83,5756.95,11.85,12.58,142.00,151.00,0.00%,0.00%,592236.08,238866,8,849.49,$49.97,$38.14,
327776886937,DEVAUX SPK CHAMPAGNE RED RED BRUT CHAMPAGNE FRANCE 750ML,DEVAUX,750ML,WHITE,Latest 52 Wks,7100.15,1519.13,12.58,3.08,151.00,37.00,0.00%,0.00%,91027.62,238866,49,144.42,$47.04,$41.06,
347582831041,DEUTZ SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 750ML,DEUTZ,750ML,WHITE,Latest 52 Wks,6960.34,0.00,5.71,0.00,69.00,0.00,0.00%,0.00%,1160056.50,238866,14,508.17,$101.58,,
837582841653,VEUVE CLICQUOT LA GRANDE DAME ROSE 750ML,VEUVE CLICQUOT,750ML,PINK,Latest 52 Wks,6957.64,349.99,1.75,0.08,21.00,1.00,0.00%,0.00%,496974.29,238866,9,773.07,$331.32,$349.99,
85642500800,MOD SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,MOD,750ML,WHITE,Latest 52 Wks,6953.35,7173.11,2.00,2.25,24.00,27.00,0.00%,0.00%,386297.22,238866,9,777.61,$289.72,$265.67,
827582881635,HENRIOT SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 1.5L,HENRIOT,1.5L,WHITE,Latest 52 Wks,6946.36,3187.19,11.67,6.17,70.00,37.00,0.00%,0.00%,463090.67,238866,16,434.15,$99.23,$86.14,
72081529023,GOSSET SPK CHAMPAGNE ROSE PINK EXTRA DRY CHAMPAGNE FRANCE 750ML,GOSSET,750ML,PINK,Latest 52 Wks,6929.13,10912.84,7.58,11.67,91.00,140.00,0.00%,0.00%,123734.46,238866,37,187.27,$76.14,$77.95,
837582851647,BILLECART-SALMON SPK CHAMPAGNE WHITE WHITE ORGANIC EXTRA BRUT CHAMPAGNE FRANCE 1.5L,BILLECART-SALMON,1.5L,WHITE,Latest 52 Wks,6925.84,1626.00,7.83,2.00,47.00,12.00,0.00%,0.00%,432865.00,238866,14,494.70,$147.36,$135.5,
63973761402,GODME SABINE SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,GODME SABINE,750ML,WHITE,Latest 52 Wks,6923.62,0.00,10.30,0.00,124.00,0.00,0.00%,0.00%,6923616.00,238866,14,505.48,$56.0,,
8175380240,KRUG SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 1.5L,KRUG,1.5L,WHITE,Latest 52 Wks,6920.70,16203.51,2.33,31.72,14.00,190.00,0.00%,0.00%,576725.00,238866,7,988.67,$494.34,$85.14,
837582838292,NICOLAS FEUILLATTE PALMES D'OR 750ML,NICOLAS FEUILLATTE,750ML,WHITE,Latest 52 Wks,6919.82,16992.19,2.83,7.42,34.00,89.00,0.00%,0.00%,461321.33,238866,13,532.29,$203.52,$190.92,Prestige
347582835078,PIERRE MONCUIT SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 750ML,PIERRE MONCUIT,750ML,WHITE,Latest 52 Wks,6909.00,0.00,3.33,0.00,40.00,0.00,0.00%,0.00%,1151500.00,238866,7,987.00,$172.73,,
8678515311,ANDRE JACQUART SPK CHAMPAGNE BLANC DE BLANC WHITE BRUT CHAMPAGNE FRANCE 750ML,JACQUART,750ML,WHITE,Latest 52 Wks,6890.62,9376.48,12.49,18.77,150.00,225.00,0.00%,0.00%,275624.84,238866,12,557.22,$45.98,$41.63,
74773656752,H. GOUTORBE SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,H. GOUTORBE,750ML,WHITE,Latest 52 Wks,6855.11,5268.71,5.33,5.33,64.00,64.00,0.00%,0.00%,489650.71,238866,11,625.35,$107.11,$82.32,
327582887050,PIERRE MONCUIT SPK CHAMPAGNE BLANC DE BLANC WHITE EXTRA BRUT FRANCE 750ML,PIERRE MONCUIT,750ML,WHITE,Latest 52 Wks,6851.89,8486.69,6.08,8.42,73.00,101.00,0.00%,0.00%,428243.13,238866,17,403.05,$93.86,$84.03,
837582849678,PAUL BARA SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,PAUL BARA,750ML,PINK,Latest 52 Wks,6803.73,9994.30,8.50,13.83,102.00,166.00,0.00%,0.00%,400219.41,238866,19,358.09,$66.7,$60.21,
8175380263,VEUVE CLICQUOT SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE REM SIZE,VEUVE CLICQUOT,REM SIZE,WHITE,Latest 52 Wks,6749.94,8999.90,0.33,0.50,4.00,6.00,0.00%,0.00%,964277.14,238866,4,1687.49,$1687.49,$1499.98,
347582857164,BILLECART-SALMON CHAMPAGNE BRUT 750ML,BILLECART-SALMON,750ML,WHITE,Latest 52 Wks,6711.92,0.00,6.85,0.00,82.00,0.00,0.00%,0.00%,610174.36,238866,14,490.03,$81.68,,
69274304130,LANSON IVORY LABEL SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 750ML,LANSON,750ML,WHITE,Latest 52 Wks,6653.02,7577.48,8.75,14.86,105.00,178.00,0.00%,0.00%,195677.06,238866,36,186.88,$63.37,$42.51,
73604000928,DUVAL-LEROY SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,DUVAL-LEROY,750ML,WHITE,Latest 52 Wks,6592.92,6274.61,11.75,12.00,141.00,144.00,0.00%,0.00%,54941.00,238866,50,131.50,$46.76,$43.57,
347582821477,GOSSET SPK CHAMPAGNE BLANC DE BLANC WHITE BRUT CHAMPAGNE FRANCE 1.5L,GOSSET,1.5L,WHITE,Latest 52 Wks,6549.68,1209.94,5.50,1.00,33.00,6.00,0.00%,0.00%,136451.67,238866,29,225.85,$198.48,$201.66,
85673600203,BEAU JOIE SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,BEAU JOIE,750ML,WHITE,Latest 52 Wks,6499.32,43284.75,9.03,63.11,108.00,757.00,0.00%,0.00%,812415.00,238866,18,361.07,$59.99,$57.16,
18767400077,HATON SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,HATON,750ML,WHITE,Latest 52 Wks,6486.12,21431.23,16.20,58.89,194.00,707.00,0.00%,0.00%,405382.75,238866,41,156.87,$33.37,$30.33,
8811055122,MOET & CHANDON NECTAR 187ML,MOET & CHANDON,187ML,WHITE,Latest 52 Wks,6479.05,4260.11,8.98,6.02,432.00,289.00,0.00%,0.00%,1619763.25,238866,17,384.01,$14.99,$14.72,
8175305050,VEUVE CLICQUOT LA GRANDE DAME 750ML,VEUVE CLICQUOT,750ML,WHITE,Latest 52 Wks,6472.83,0.00,1.44,0.00,17.00,0.00,0.00%,0.00%,1618207.25,238866,17,383.64,$374.39,,Prestige
347582839813,POL ROGER WINSTON CHURCHILL 750ML,POL ROGER,750ML,WHITE,Latest 52 Wks,6460.89,0.00,1.40,0.00,17.00,0.00,0.00%,0.00%,1076814.67,238866,17,384.71,$383.39,,Prestige
657582848980,LECLERC BRIANT SPK CHAMPAGNE BLANC DE BLANC WHITE ORGANIC BRUT CHAMPAGNE FRANCE 750ML,LECLERC BRIANT,750ML,WHITE,Latest 52 Wks,6399.68,0.00,2.67,0.00,32.00,0.00,0.00%,0.00%,914240.00,238866,6,1066.61,$199.99,,
311408011605,LOUIS ROEDERER CHAMPAGNE 750ML,LOUIS ROEDERER,750ML,WHITE,Latest 52 Wks,6348.04,18669.02,9.64,30.19,116.00,362.00,0.00%,0.00%,577094.82,238866,46,139.51,$54.86,$51.52,
8175380212,VEUVE CLICQUOT LA GRANDE DAME 750ML,VEUVE CLICQUOT,750ML,WHITE,Latest 52 Wks,6315.29,86285.29,2.90,40.85,35.00,490.00,0.00%,0.00%,287058.45,238866,24,264.99,$181.43,$176.02,Prestige
657582848930,AMOUR DE DEUTZ SPK CHAMPAGNE ROSE PINK CHAMPAGNE FRANCE 750ML,DEUTZ,750ML,PINK,Latest 52 Wks,6313.96,425.15,2.42,0.17,29.00,2.00,0.00%,0.00%,450997.14,238866,16,394.62,$217.72,$212.58,
347582895746,JACQUESSON SPK CHAMPAGNE WHITE WHITE EXTRA BRUT CHAMPAGNE FRANCE 750ML,JACQUESSON,750ML,WHITE,Latest 52 Wks,6313.47,1116.91,5.00,1.17,60.00,14.00,0.00%,0.00%,485651.54,238866,11,573.95,$105.22,$79.78,
8469250174,TAITTINGER LA FRANCAISE 750ML,TAITTINGER,750ML,WHITE,Latest 52 Wks,6221.98,20989.50,7.08,15.08,85.00,181.00,0.00%,0.00%,270520.87,238866,16,388.87,$73.2,$115.96,
357582809811,PHILIPPONNAT SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 750ML,PHILIPPONNAT,750ML,WHITE,Latest 52 Wks,6215.53,0.00,8.08,0.00,97.00,0.00,0.00%,0.00%,414368.67,238866,15,414.37,$64.08,,
8689108485,PIPER-HEIDSIECK CHAMPAGNE 375ML,PIPER-HEIDSIECK,375ML,WHITE,Latest 52 Wks,6207.30,70330.83,12.20,103.27,293.00,2479.00,0.00%,0.00%,229899.93,238866,54,114.63,$21.2,$28.38,
347582829035,CHAMPAGNE DIEBOLT-VALLOIS SPK CHAMPAGNE BLANC DE BLANC WHITE BRUT CHAMPAGNE FRANCE 750ML,CHAMPAGNE DIEBOLT-VALLOIS,750ML,WHITE,Latest 52 Wks,6154.04,0.00,3.21,0.00,38.00,0.00,0.00%,0.00%,473387.69,238866,26,239.79,$159.99,,
8175382930,VEUVE CLICQUOT PONSARDIN 750ML,VEUVE CLICQUOT,750ML,WHITE,Latest 52 Wks,6061.40,76954.32,7.51,122.75,90.00,1473.00,0.00%,0.00%,673488.78,238866,17,360.11,$67.27,$52.24,
827582865140,POL ROGER SPK CHAMPAGNE ROSE PINK FRANCE 750ML,POL ROGER,750ML,PINK,Latest 52 Wks,6039.59,7833.40,3.42,5.42,41.00,65.00,0.00%,0.00%,464583.85,238866,8,754.95,$147.31,$120.51,
8807616734,RUINART SPK CHAMPAGNE ROSE PINK CHAMPAGNE FRANCE 375ML,RUINART,375ML,PINK,Latest 52 Wks,6027.66,8795.54,4.14,6.44,99.00,155.00,0.00%,0.00%,182656.27,238866,52,115.25,$60.64,$56.88,
73604051596,DUVAL-LEROY SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,DUVAL-LEROY,750ML,PINK,Latest 52 Wks,6020.16,3323.44,9.67,4.10,116.00,49.00,0.00%,0.00%,194198.71,238866,20,301.01,$51.9,$67.56,
81636000502,AYALA SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,AYALA,750ML,PINK,Latest 52 Wks,6010.50,13121.25,14.83,31.25,178.00,375.00,0.00%,0.00%,125218.75,238866,5,1230.40,$33.77,$34.99,
337582837436,EGLY-OURIET SPK CHAMPAGNE RED RED BRUT FRANCE 750ML,EGLY-OURIET,750ML,WHITE,Latest 52 Wks,6000.61,10544.52,6.40,8.97,77.00,108.00,0.00%,0.00%,333367.28,238866,25,241.65,$78.12,$97.91,
837582853346,PAUL LAURENT SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,PAUL LAURENT,750ML,WHITE,Latest 52 Wks,5975.32,4297.34,14.50,11.42,174.00,137.00,0.00%,0.00%,351489.41,238866,18,331.96,$34.34,$31.37,
347582858712,AGRAPART & FILS SPK CHAMPAGNE WHITE WHITE EXTRA BRUT CHAMPAGNE FRANCE 750ML,AGRAPART & FILS,750ML,WHITE,Latest 52 Wks,5936.85,0.00,3.47,0.00,42.00,0.00,0.00%,0.00%,456680.92,238866,17,352.71,$142.65,,
827582869237,PALMER & CO SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 750ML,PALMER & CO,750ML,WHITE,Latest 52 Wks,5933.33,10503.66,7.83,14.33,94.00,172.00,0.00%,0.00%,282539.52,238866,21,282.54,$63.12,$61.07,
827582876896,COLLET SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 750ML,COLLET,750ML,WHITE,Latest 52 Wks,5932.89,7309.05,10.17,14.25,122.00,171.00,0.00%,0.00%,296644.50,238866,19,312.26,$48.63,$42.74,
347582840591,AGRAPART & FILS SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,AGRAPART & FILS,750ML,WHITE,Latest 52 Wks,5817.56,2161.33,5.42,2.25,65.00,27.00,0.00%,0.00%,215465.19,238866,24,243.00,$89.54,$80.05,
349092009029,PIERRE GIMONNET & FILS SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,PIERRE GIMONNET & FILS,750ML,WHITE,Latest 52 Wks,5806.98,8814.08,6.25,10.92,75.00,131.00,0.00%,0.00%,276522.86,238866,19,305.63,$77.43,$67.28,
347582843724,LARMANDIER-BERNIER SPK CHAMPAGNE WHITE WHITE ORGANIC EXTRA BRUT CHAMPAGNE FRANCE 750ML,LARMANDIER-BERNIER,750ML,WHITE,Latest 52 Wks,5795.21,0.00,5.68,0.00,68.00,0.00,0.00%,0.00%,445785.62,238866,13,440.10,$84.99,,
72081529123,GOSSET SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,GOSSET,750ML,WHITE,Latest 52 Wks,5784.10,8129.78,3.33,5.25,40.00,63.00,0.00%,0.00%,131456.82,238866,21,275.43,$144.6,$129.04,
827582851582,RENE GEOFFROY SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 750ML,RENE GEOFFROY,750ML,WHITE,Latest 52 Wks,5753.12,4015.53,9.17,7.08,110.00,85.00,0.00%,0.00%,273958.10,238866,24,239.71,$52.3,$47.24,
837582847006,DOM RUINART ROSE 750ML,RUINART,750ML,PINK,Latest 52 Wks,5735.88,3703.88,1.25,0.83,15.00,10.00,0.00%,0.00%,521443.64,238866,7,819.41,$382.39,$370.39,
827582876606,PIPER-HEIDSIECK SPK CHAMPAGNE ROSE PINK FRANCE 750ML,PIPER-HEIDSIECK,750ML,PINK,Latest 52 Wks,5665.88,9240.66,1.00,1.67,12.00,20.00,0.00%,0.00%,515080.00,238866,7,809.41,$472.16,$462.03,
358646000200,PIERRE PETERS SPK CHAMPAGNE BLANC DE BLANC WHITE BRUT FRANCE 750ML,PIERRE PETERS,750ML,WHITE,Latest 52 Wks,5644.55,11337.85,7.83,16.42,94.00,197.00,0.00%,0.00%,256570.45,238866,16,352.78,$60.05,$57.55,
837582852141,MOET & CHANDON IMPERIAL 750ML,MOET & CHANDON,750ML,WHITE,Latest 52 Wks,5641.19,18534.67,5.50,17.50,66.00,210.00,0.00%,0.00%,296904.74,238866,18,313.40,$85.47,$88.26,
69419000271,POMMERY SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 1.5L,POMMERY,1.5L,WHITE,Latest 52 Wks,5599.49,35017.13,8.50,63.88,51.00,383.00,0.00%,0.00%,43406.90,238866,15,385.16,$109.79,$91.37,
337582821333,TARLANT SPK CHAMPAGNE WHITE WHITE ORGANIC BRUT CHAMPAGNE FRANCE 750ML,TARLANT,750ML,WHITE,Latest 52 Wks,5577.43,19441.46,8.67,34.18,104.00,410.00,0.00%,0.00%,929572.17,238866,17,321.54,$53.59,$47.4,
89236300005,CHARLES DE CAZANOVE SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,CHARLES DE CAZANOVE,750ML,WHITE,Latest 52 Wks,5545.15,2664.66,7.58,4.58,91.00,55.00,0.00%,0.00%,346571.88,238866,15,369.68,$60.94,$48.45,
8858600393,NICOLAS FEUILLATTE SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 187ML,NICOLAS FEUILLATTE,187ML,WHITE,Latest 52 Wks,5539.24,7001.93,7.75,9.81,373.00,472.00,0.00%,0.00%,83927.88,238866,42,133.41,$14.85,$14.83,
837582844797,BILLECART-SALMON CUVEE ELISABETH ROSE 1.5L,BILLECART-SALMON,1.5L,PINK,Latest 52 Wks,5499.67,1349.91,0.46,0.13,11.00,3.00,0.00%,0.00%,916611.67,238866,4,1374.92,$499.97,$449.97,
358487300001,DUC DE ROMET SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,DUC DE ROMET,750ML,WHITE,Latest 52 Wks,5479.52,51597.64,14.45,129.58,173.00,1555.00,0.00%,0.00%,608835.67,238866,12,443.11,$31.6,$33.18,
837582850045,POMMERY CUVEE LOUISE 750ML,POMMERY,750ML,WHITE,Latest 52 Wks,5438.50,18778.00,2.08,9.92,25.00,119.00,0.00%,0.00%,362566.67,238866,14,388.46,$217.54,$157.8,Prestige
8974431712,POL ROGER SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,POL ROGER,750ML,PINK,Latest 52 Wks,5428.64,15680.03,3.33,11.44,40.00,137.00,0.00%,0.00%,285717.89,238866,8,678.58,$135.72,$114.23,
827582888760,LANSON SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 1.5L,LANSON,1.5L,WHITE,Latest 52 Wks,5398.90,14287.14,13.33,37.00,80.00,222.00,0.00%,0.00%,284152.63,238866,18,299.94,$67.49,$64.36,
347582856896,ARMAND DE BRIGNAC SPK CHAMPAGNE ROSE PINK CHAMPAGNE FRANCE 750ML,ARMAND DE BRIGNAC,750ML,PINK,Latest 52 Wks,5333.39,0.00,0.89,0.00,11.00,0.00,0.00%,0.00%,1777797.67,238866,11,498.12,$499.99,,
647582800978,DRAPPIER SPK CHAMPAGNE ROSE PINK EXTRA BRUT FRANCE 750ML,DRAPPIER,750ML,PINK,Latest 52 Wks,5304.59,5764.78,6.33,8.00,76.00,96.00,0.00%,0.00%,331536.88,238866,15,353.64,$69.8,$60.05,
8175382445,VEUVE CLICQUOT ROSE 750ML,VEUVE CLICQUOT,750ML,PINK,Latest 52 Wks,5278.25,11610.57,6.22,12.49,75.00,150.00,0.00%,0.00%,754035.00,238866,11,492.97,$70.69,$77.45,
837582836489,TAITTINGER LES FOLIES SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 3L,TAITTINGER,3L,WHITE,Latest 52 Wks,5253.56,3204.14,5.33,3.33,16.00,10.00,0.00%,0.00%,656695.00,238866,8,656.70,$328.35,$320.41,
8175382667,VEUVE CLICQUOT PONSARDIN 750ML,VEUVE CLICQUOT,750ML,WHITE,Latest 52 Wks,5244.93,15505.13,5.91,18.25,71.00,219.00,0.00%,0.00%,1048985.80,238866,24,222.00,$73.99,$70.79,
85283210573,PERRIER JOUET BELLE EPOQUE SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE REM SIZE,PERRIER JOUET,REM SIZE,WHITE,Latest 52 Wks,5199.99,0.00,0.67,0.00,1.00,0.00,0.00%,0.00%,5199990.00,238866,1,5199.99,$5199.99,,
66494100364,CANARD-DUCHENE SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 1.5L,CANARD-DUCHENE,1.5L,PINK,Latest 52 Wks,5178.81,7659.23,8.50,12.83,51.00,77.00,0.00%,0.00%,431567.50,238866,13,398.37,$101.55,$99.47,
325843122000,LAURENT-PERRIER LA CUVEE BRUT 750ML,LAURENT-PERRIER,750ML,WHITE,Latest 52 Wks,5074.39,45.54,7.55,0.08,91.00,1.00,0.00%,0.00%,1268597.75,238866,31,164.72,$56.05,$45.54,
827582875374,POMMERY CUVEE LOUISE 750ML,POMMERY,750ML,WHITE,Latest 52 Wks,5058.76,1539.91,2.00,0.75,24.00,9.00,0.00%,0.00%,389135.38,238866,11,459.89,$210.78,$171.1,Prestige
827582869128,VEUVE CLICQUOT LA GRANDE DAME ROSE 750ML,VEUVE CLICQUOT,750ML,PINK,Latest 52 Wks,5031.04,41477.74,1.17,9.00,14.00,108.00,0.00%,0.00%,718720.00,238866,7,718.72,$359.36,$384.05,
357582803900,CHAMPAGNE P LANCELOT-ROYER SPK CHAMPAGNE BLANC DE BLANC WHITE BRUT CHAMPAGNE FRANCE 750ML,CHAMPAGNE P LANCELOT-ROYER,750ML,WHITE,Latest 52 Wks,5013.24,249.95,7.75,0.42,93.00,5.00,0.00%,0.00%,716177.14,238866,7,716.18,$53.91,$49.99,
647582813805,LALLIER SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,LALLIER,750ML,WHITE,Latest 52 Wks,5012.76,1370.31,7.83,2.58,94.00,31.00,0.00%,0.00%,334184.00,238866,13,385.60,$53.33,$44.2,
347582846178,A.R. LENOBLE SPK CHAMPAGNE BLANC DE BLANC WHITE BRUT CHAMPAGNE FRANCE 750ML,A.R. LENOBLE,750ML,WHITE,Latest 52 Wks,5003.64,0.00,3.00,0.00,36.00,0.00,0.00%,0.00%,2501820.00,238866,1,5003.64,$138.99,,
837582849381,VVE FOURNY & FILS SPK CHAMPAGNE BLANC DE BLANC WHITE BRUT CHAMPAGNE FRANCE 750ML,VVE FOURNY & FILS,750ML,WHITE,Latest 52 Wks,4998.08,6364.04,8.17,11.17,98.00,134.00,0.00%,0.00%,312380.00,238866,18,277.67,$51.0,$47.49,
347582895467,H. GOUTORBE SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,H. GOUTORBE,750ML,WHITE,Latest 52 Wks,4994.47,499.95,3.75,0.42,45.00,5.00,0.00%,0.00%,293792.35,238866,13,384.19,$110.99,$99.99,
337582848560,DRAPPIER SPK CHAMPAGNE WHITE WHITE EXTRA BRUT FRANCE 750ML,DRAPPIER,750ML,WHITE,Latest 52 Wks,4961.50,1340.99,7.41,2.03,89.00,24.00,0.00%,0.00%,451045.82,238866,22,224.88,$55.78,$54.99,
346897016000,VILMART & CIE COEUR D CUV SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,VILMART & CIE,750ML,PINK,Latest 52 Wks,4949.21,4512.96,4.74,4.74,57.00,57.00,0.00%,0.00%,4949213.00,238866,4,1204.48,$87.1,$79.33,
73604000929,DUVAL-LEROY SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,DUVAL-LEROY,750ML,PINK,Latest 52 Wks,4940.17,3092.09,5.80,3.83,70.00,46.00,0.00%,0.00%,159360.45,238866,27,184.12,$70.96,$67.22,
