wine_upc,item_desc_truth,brand_family_truth,size_truth,color_truth,Period Descriptions,$,$ YA,9 Liter Equivs,9 Liter Equivs YA,Units,Units YA,Max Item %ACV Reach Where Dist WINE,Max Item %ACV Reach YA Where Dist WINE,$ Per Point of Max Item ACV,# Stores,# Stores Selling,$ per Store Selling,arp_truth,arp_ly_truth,prestige_truth
8175305020,VEUVE CLICQUOT PONSARDIN 750ML,VEUVE CLICQUOT,750ML,WHITE,Latest 52 Wks,104676881.36,92493705.65,147448.02,134674.64,1769376.00,1616096.00,51.00%,50.00%,2060527.97,238866,20354,5142.87,$59.16,$57.23,
8811055105,MOET & CHANDON IMPERIAL 750ML,MOET & CHANDON,750ML,WHITE,Latest 52 Wks,34433241.36,39003535.79,55263.71,65428.91,663164.00,785147.00,36.00%,36.00%,947869.12,238866,18223,1889.59,$51.92,$49.68,
8175381475,VEUVE CLICQUOT PONSARDIN 750ML,VEUVE CLICQUOT,750ML,WHITE,Latest 52 Wks,26899325.57,29476605.19,38019.38,42783.81,456233.00,513406.00,8.00%,9.00%,3218777.74,238866,5002,5377.29,$58.96,$57.41,
8175382242,DOM PERIGNON CHAMPAGNE 750ML,DOM PERIGNON,750ML,WHITE,Latest 52 Wks,20725820.67,24600928.91,6794.15,9680.50,81530.00,116166.00,7.00%,9.00%,3070491.95,238866,4537,4567.81,$254.21,$211.77,Prestige
8807616165,MOET & CHANDON NECTAR ROSE 750ML,MOET & CHANDON,750ML,PINK,Latest 52 Wks,18941702.61,23037981.77,25414.51,29901.24,304974.00,358815.00,8.00%,7.00%,2394652.67,238866,5944,3186.93,$62.11,$64.21,
8175380247,VEUVE CLICQUOT ROSE 750ML,VEUVE CLICQUOT,750ML,PINK,Latest 52 Wks,14317732.05,16314322.64,16824.20,19485.95,201890.00,233831.00,20.00%,19.00%,707572.62,238866,8098,1768.05,$70.92,$69.77,
8175381102,DOM PERIGNON CHAMPAGNE 750ML,DOM PERIGNON,750ML,WHITE,Latest 52 Wks,10369605.69,7664013.39,3366.63,2926.87,40400.00,35122.00,4.00%,5.00%,2662286.44,238866,2883,3597.36,$256.68,$218.21,Prestige
8858600389,NICOLAS FEUILLATTE CHAMPAGNE 750ML,NICOLAS FEUILLATTE,750ML,WHITE,Latest 52 Wks,9914755.08,9001836.32,22506.35,21012.04,270076.00,252144.00,26.00%,21.00%,383149.32,238866,9245,1072.40,$36.71,$35.7,
8469250164,TAITTINGER LA FRANCAISE 750ML,TAITTINGER,750ML,WHITE,Latest 52 Wks,8475183.35,9672068.28,12529.64,15372.36,150356.00,184468.00,14.00%,14.00%,604420.44,238866,6327,1339.44,$56.37,$52.43,
8175381802,MOET & CHANDON ICE 750ML,MOET & CHANDON,750ML,WHITE,Latest 52 Wks,7994629.93,10418366.46,10445.08,14295.03,125341.00,171540.00,5.00%,5.00%,1550849.65,238866,4541,1760.38,$63.78,$60.73,
8811055240,MOET & CHANDON ROSE 750ML,MOET & CHANDON,750ML,PINK,Latest 52 Wks,7565568.99,8989331.28,9910.04,11912.07,118920.00,142945.00,11.00%,11.00%,717523.61,238866,6560,1153.21,$63.62,$62.89,
8175305022,VEUVE CLICQUOT PONSARDIN 375ML,VEUVE CLICQUOT,375ML,WHITE,Latest 52 Wks,6727943.30,6606524.74,7267.31,7876.03,174415.00,189025.00,19.00%,20.00%,348075.08,238866,6657,1010.64,$38.57,$34.95,
1098601035,PERRIER JOUET GRAND BRUT 750ML,PERRIER JOUET,750ML,WHITE,Latest 52 Wks,6456392.02,7610610.93,9158.93,11917.09,109907.00,143005.00,15.00%,16.00%,441100.77,238866,6138,1051.80,$58.74,$53.22,
8811055125,MOET & CHANDON NECTAR 750ML,MOET & CHANDON,750ML,WHITE,Latest 52 Wks,5892930.29,6950553.89,8399.81,10117.39,100798.00,121409.00,5.00%,5.00%,1298574.33,238866,3887,1516.12,$58.46,$57.25,
66750500047,PIPER-HEIDSIECK CHAMPAGNE 750ML,PIPER-HEIDSIECK,750ML,WHITE,Latest 52 Wks,5532995.23,3401795.76,10732.32,6696.40,128788.00,80357.00,16.00%,12.00%,341058.70,238866,6173,896.36,$42.96,$42.33,
8175383596,VEUVE CLICQUOT PONSARDIN 750ML,VEUVE CLICQUOT,750ML,WHITE,Latest 52 Wks,5441099.56,429953.91,7725.37,577.04,92704.00,6924.00,3.00%,0.00%,1965005.26,238866,1790,3039.98,$58.69,$62.09,
8175383566,MOET & CHANDON IMPERIAL 750ML,MOET & CHANDON,750ML,WHITE,Latest 52 Wks,5053715.72,131103.35,8699.71,219.45,104396.00,2633.00,4.00%,1.00%,1135156.27,238866,2678,1886.97,$48.41,$49.78,
8487816100,LAURENT-PERRIER LA CUVEE BRUT 750ML,LAURENT-PERRIER,750ML,WHITE,Latest 52 Wks,4940015.10,6837690.67,6834.18,11592.98,82010.00,139116.00,6.00%,6.00%,819239.65,238866,3481,1419.16,$60.24,$49.15,
8175383317,VEUVE CLICQUOT PONSARDIN 750ML,VEUVE CLICQUOT,750ML,WHITE,Latest 52 Wks,4752954.96,7231264.04,6568.25,10576.92,78819.00,126923.00,0.00%,0.00%,64229121.08,238866,161,29447.57,$60.3,$56.97,
85283210489,GH MUMM GRAND CORDON 750ML,GH MUMM,750ML,WHITE,Latest 52 Wks,4572386.42,5414419.22,8763.15,11158.64,105158.00,133904.00,14.00%,15.00%,336106.03,238866,6324,723.04,$43.48,$40.44,
8807616722,RUINART BLANC DE BLANCS 750ML,RUINART,750ML,WHITE,Latest 52 Wks,4020594.96,3158232.85,3216.89,2697.98,38603.00,32376.00,2.00%,2.00%,2118332.44,238866,1519,2647.54,$104.15,$97.55,
8487883000,LAURENT-PERRIER ROSE 750ML,LAURENT-PERRIER,750ML,PINK,Latest 52 Wks,4019370.55,6037109.26,3531.22,5757.61,42375.00,69091.00,3.00%,3.00%,1286610.29,238866,2075,1937.44,$94.85,$87.38,
311394223471,BILLECART-SALMON ROSE 750ML,BILLECART-SALMON,750ML,PINK,Latest 52 Wks,3992763.76,3518902.92,3515.28,3237.30,42183.00,38848.00,2.00%,2.00%,1902221.89,238866,1632,2445.89,$94.65,$90.58,
8175383415,VEUVE CLICQUOT ROSE 750ML,VEUVE CLICQUOT,750ML,PINK,Latest 52 Wks,3950488.62,3444152.74,4654.97,4158.11,55860.00,49897.00,2.00%,1.00%,2113691.07,238866,1915,2062.53,$70.72,$69.02,
86457600015,BOLLINGER SPECIAL CHAMPAGNE 750ML,BOLLINGER,750ML,WHITE,Latest 52 Wks,3194624.64,3364458.88,3490.45,4169.66,41885.00,50036.00,4.00%,5.00%,761168.61,238866,2336,1367.61,$76.27,$67.24,
73459970145,LOUIS ROEDERER CRISTAL 750ML,LOUIS ROEDERER,750ML,WHITE,Latest 52 Wks,3051834.82,742601.73,743.80,197.87,8926.00,2374.00,2.00%,1.00%,1501887.22,238866,1362,2241.20,$341.92,$312.76,Prestige
8427900192,JACQUES BARDELOT CHAMPAGNE 750ML,JACQUES BARDELOT,750ML,WHITE,Latest 52 Wks,2872574.20,2676006.00,7255.46,7372.48,87065.00,88470.00,1.00%,1.00%,2327855.92,238866,397,7242.36,$32.99,$30.25,
8175382792,VEUVE CLICQUOT RICH ROSE 750ML,VEUVE CLICQUOT,750ML,PINK,Latest 52 Wks,2804138.20,2650915.30,3104.10,2999.46,37249.00,35994.00,1.00%,1.00%,2563197.62,238866,1514,1852.24,$75.28,$73.65,
69419000284,POMMERY CHAMPAGNE 750ML,POMMERY,750ML,WHITE,Latest 52 Wks,2750639.17,2291334.58,5693.34,4671.90,68320.00,56063.00,2.00%,2.00%,1372574.44,238866,1139,2414.13,$40.26,$40.87,
8175382613,VEUVE CLICQUOT RICH 750ML,VEUVE CLICQUOT,750ML,WHITE,Latest 52 Wks,2331791.00,2233949.22,2827.52,2781.13,33930.00,33374.00,2.00%,2.00%,1425300.12,238866,1830,1273.94,$68.72,$66.94,
318537043222,MOET & CHANDON IMPERIAL 750ML,MOET & CHANDON,750ML,WHITE,Latest 52 Wks,2316614.88,157520.70,3912.27,285.30,46947.00,3424.00,0.00%,0.00%,463322976.80,238866,17,137305.29,$49.35,$46.01,
8807616735,RUINART ROSE 750ML,RUINART,750ML,PINK,Latest 52 Wks,2249946.75,1679320.11,1767.23,1450.82,21207.00,17410.00,1.00%,2.00%,1518182.69,238866,1341,1678.33,$106.1,$96.46,
8811055102,MOET & CHANDON IMPERIAL 187ML,MOET & CHANDON,187ML,WHITE,Latest 52 Wks,2246177.52,2023309.67,3235.49,2986.73,155719.00,143746.00,1.00%,1.00%,2117038.19,238866,1421,1580.64,$14.42,$14.08,
8175382800,MOET & CHANDON ICE ROSE 750ML,MOET & CHANDON,750ML,PINK,Latest 52 Wks,2155403.07,1801021.07,2449.65,2111.81,29396.00,25342.00,1.00%,1.00%,1955901.15,238866,1721,1252.73,$73.32,$71.07,
8175305035,VEUVE CLICQUOT DEMI SEC 750ML,VEUVE CLICQUOT,750ML,WHITE,Latest 52 Wks,2130858.05,2166712.14,2616.48,2833.28,31398.00,33999.00,3.00%,3.00%,793320.20,238866,1839,1158.95,$67.87,$63.73,
8175382917,VEUVE CLICQUOT RICH 750ML,VEUVE CLICQUOT,750ML,WHITE,Latest 52 Wks,2112806.95,2737258.82,2482.92,3426.25,29795.00,41115.00,0.00%,0.00%,70426898.33,238866,43,49135.05,$70.91,$66.58,
8175382414,MOET & CHANDON IMPERIAL 750ML,MOET & CHANDON,750ML,WHITE,Latest 52 Wks,2076463.12,1761980.91,3948.58,3392.83,47383.00,40714.00,0.00%,0.00%,5784019.83,238866,245,8486.03,$43.82,$43.28,
8175381842,DOM PERIGNON CHAMPAGNE 750ML,DOM PERIGNON,750ML,WHITE,Latest 52 Wks,1960046.51,2838392.16,582.17,981.34,6986.00,11776.00,0.00%,0.00%,41703117.13,238866,92,21335.00,$280.57,$241.03,Prestige
8974414245,POL ROGER CHAMPAGNE 750ML,POL ROGER,750ML,WHITE,Latest 52 Wks,1946166.30,2528452.74,2556.76,3885.04,30681.00,46621.00,2.00%,2.00%,1017337.32,238866,1434,1357.32,$63.43,$54.23,
304961408389,VEUVE CLICQUOT PONSARDIN 750ML,VEUVE CLICQUOT,750ML,WHITE,Latest 52 Wks,1895913.12,1033903.48,3076.28,1708.68,36915.00,20504.00,0.00%,0.00%,32134120.75,238866,126,15088.12,$51.36,$50.42,
8175381097,VEUVE CLICQUOT PONSARDIN 1.5L,VEUVE CLICQUOT,1.5L,WHITE,Latest 52 Wks,1813114.87,1613941.68,1907.38,1854.55,11444.00,11127.00,2.00%,2.00%,1110977.25,238866,1427,1270.52,$158.43,$145.04,
8175383654,VEUVE CLICQUOT PONSARDIN 750ML,VEUVE CLICQUOT,750ML,WHITE,Latest 52 Wks,1670518.02,175092.38,2167.22,238.42,26007.00,2861.00,1.00%,0.00%,1529778.40,238866,606,2755.13,$64.23,$61.2,
69274300286,LANSON BLACK LABEL 750ML,LANSON,750ML,WHITE,Latest 52 Wks,1570070.40,934679.00,2964.24,1797.48,35571.00,21570.00,10.00%,5.00%,162819.70,238866,3797,413.48,$44.14,$43.33,
73459904305,LOUIS ROEDERER CRISTAL 750ML,LOUIS ROEDERER,750ML,WHITE,Latest 52 Wks,1544165.20,3042645.53,382.81,859.56,4594.00,10315.00,2.00%,3.00%,1000755.15,238866,1010,1529.40,$336.15,$294.98,Prestige
8175383598,MOET & CHANDON IMPERIAL 750ML,MOET & CHANDON,750ML,WHITE,Latest 52 Wks,1519552.18,68300.36,2548.71,105.93,30585.00,1271.00,3.00%,0.00%,523622.39,238866,1226,1239.42,$49.68,$53.73,
8811255405,DOM PERIGNON CHAMPAGNE 750ML,DOM PERIGNON,750ML,WHITE,Latest 52 Wks,1371201.78,1330635.76,466.80,559.08,5602.00,6709.00,0.00%,0.00%,7452183.58,238866,217,6317.04,$244.79,$198.34,Prestige
311394121310,BILLECART-SALMON CHAMPAGNE BRUT 750ML,BILLECART-SALMON,750ML,WHITE,Latest 52 Wks,1366511.44,1297163.15,1924.27,1936.12,23091.00,23233.00,2.00%,2.00%,831717.25,238866,980,1394.27,$59.18,$55.83,
8175383343,VEUVE CLICQUOT LA GRANDE DAME 750ML,VEUVE CLICQUOT,750ML,WHITE,Latest 52 Wks,1337588.71,1442821.64,553.19,585.12,6638.00,7021.00,1.00%,1.00%,942627.70,238866,1105,1210.45,$201.5,$205.49,Prestige
8974437200,POL ROGER CHAMPAGNE 750ML,POL ROGER,750ML,WHITE,Latest 52 Wks,1303428.86,955133.59,1863.65,1514.94,22364.00,18179.00,0.00%,0.00%,4177656.59,238866,453,2877.29,$58.28,$52.54,
8811055103,MOET & CHANDON IMPERIAL SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 375ML,MOET & CHANDON,375ML,WHITE,Latest 52 Wks,1223093.04,1122707.14,1509.59,1481.85,36230.00,35564.00,3.00%,4.00%,394291.76,238866,1700,719.38,$33.76,$31.57,
73459972145,LOUIS ROEDERER CRISTAL 750ML,LOUIS ROEDERER,750ML,WHITE,Latest 52 Wks,1222607.06,256236.78,285.93,63.85,3431.00,766.00,1.00%,0.00%,1782226.03,238866,604,2025.22,$356.32,$334.43,Prestige
69419001420,POMMERY CHAMPAGNE 750ML,POMMERY,750ML,WHITE,Latest 52 Wks,1208523.12,438926.38,1875.50,620.58,22506.00,7447.00,1.00%,1.00%,2169700.39,238866,231,5220.83,$53.7,$58.94,
8858600399,NICOLAS FEUILLATTE ROSE 750ML,NICOLAS FEUILLATTE,750ML,PINK,Latest 52 Wks,1200594.27,1365457.85,2101.29,2393.11,25215.00,28717.00,6.00%,5.00%,212306.68,238866,2013,596.56,$47.61,$47.55,
200076744040,PL SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,PRIVATE LABEL,750ML,WHITE,Latest 52 Wks,1177165.67,953863.01,4883.92,3968.90,58607.00,47627.00,3.00%,3.00%,365692.97,238866,413,2851.88,$20.09,$20.03,
73459940005,LOUIS ROEDERER CHAMPAGNE 750ML,LOUIS ROEDERER,750ML,WHITE,Latest 52 Wks,1148776.25,1190954.08,1623.43,1672.58,19481.00,20071.00,2.00%,2.00%,566178.53,238866,1513,759.39,$58.97,$59.34,
85283210522,PERRIER JOUET BELLE EPOQUE 750ML,PERRIER JOUET,750ML,WHITE,Latest 52 Wks,1137087.73,1612366.53,509.37,802.00,6112.00,9624.00,2.00%,3.00%,585222.71,238866,1514,751.09,$186.03,$167.54,Prestige
1098601034,PERRIER JOUET ROSE 750ML,PERRIER JOUET,750ML,PINK,Latest 52 Wks,1010851.85,960020.49,1062.10,1075.33,12745.00,12904.00,1.00%,1.00%,1421732.55,238866,845,1195.64,$79.31,$74.4,
8427900235,JACQUES BARDELOT SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,JACQUES BARDELOT,750ML,PINK,Latest 52 Wks,986642.53,1163841.13,2223.77,2774.51,26685.00,33294.00,1.00%,1.00%,821517.51,238866,384,2568.99,$36.97,$34.96,
8175383595,MOET & CHANDON IMPERIAL 750ML,MOET & CHANDON,750ML,WHITE,Latest 52 Wks,963820.56,601606.17,1701.95,1030.67,20423.00,12368.00,1.00%,1.00%,1158438.17,238866,577,1670.01,$47.19,$48.64,
8811055405,DOM PERIGNON CHAMPAGNE 750ML,DOM PERIGNON,750ML,WHITE,Latest 52 Wks,950237.65,1910284.33,307.06,643.28,3685.00,7719.00,0.00%,0.00%,4358888.28,238866,284,3343.83,$257.89,$247.47,Prestige
73459914305,LOUIS ROEDERER CRISTAL 750ML,LOUIS ROEDERER,750ML,WHITE,Latest 52 Wks,882445.05,2177825.15,206.17,578.53,2474.00,6942.00,0.00%,1.00%,2178876.67,238866,506,1745.39,$356.68,$313.7,Prestige
8175382523,VEUVE CLICQUOT PONSARDIN 750ML,VEUVE CLICQUOT,750ML,WHITE,Latest 52 Wks,867440.44,584342.34,1155.11,864.11,13861.00,10369.00,0.00%,0.00%,1877576.71,238866,772,1124.18,$62.58,$56.35,
66750500044,PIPER-HEIDSIECK RARE 750ML,PIPER-HEIDSIECK,750ML,WHITE,Latest 52 Wks,812056.73,655489.44,320.08,302.55,3841.00,3631.00,1.00%,0.00%,1604855.19,238866,477,1704.02,$211.42,$180.54,Prestige
8175383004,VEUVE CLICQUOT PONSARDIN 750ML,VEUVE CLICQUOT,750ML,WHITE,Latest 52 Wks,806557.33,6833950.98,1085.48,10231.85,13026.00,122782.00,1.00%,8.00%,786885.20,238866,695,1160.40,$61.92,$55.66,
8469250654,TAITTINGER PRESTIGE SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,TAITTINGER,750ML,PINK,Latest 52 Wks,804333.13,1217930.36,893.81,1418.36,10726.00,17020.00,1.00%,1.00%,633832.25,238866,1167,689.18,$74.99,$71.56,
8689108480,PIPER-HEIDSIECK CHAMPAGNE 750ML,PIPER-HEIDSIECK,750ML,WHITE,Latest 52 Wks,722761.78,1626676.22,1176.81,3056.56,14122.00,36679.00,3.00%,8.00%,260454.70,238866,1463,493.92,$51.18,$44.35,
8175382937,MOET & CHANDON IMPERIAL 750ML,MOET & CHANDON,750ML,WHITE,Latest 52 Wks,717304.69,597433.39,1237.25,1044.58,14847.00,12535.00,0.00%,0.00%,2737804.16,238866,80,8966.31,$48.31,$47.66,
7150291190,BILLECART-SALMON ROSE 750ML,BILLECART-SALMON,750ML,PINK,Latest 52 Wks,662007.33,749701.56,599.58,715.63,7195.00,8588.00,0.00%,0.00%,13510353.67,238866,53,12490.70,$92.01,$87.3,
8175382660,MOET & CHANDON IMPERIAL 750ML,MOET & CHANDON,750ML,WHITE,Latest 52 Wks,649435.56,1386933.32,1385.08,2804.06,16621.00,33649.00,0.00%,0.00%,1745794.52,238866,105,6185.10,$39.07,$41.22,
8175383691,MOET & CHANDON IMPERIAL 750ML,MOET & CHANDON,750ML,WHITE,Latest 52 Wks,641102.50,10545.58,997.32,17.07,11968.00,205.00,0.00%,0.00%,5212215.47,238866,218,2939.74,$53.57,$51.49,
8678512000,LIONNE ROYALE SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,LIONNE ROYALE,750ML,WHITE,Latest 52 Wks,637046.34,453749.90,1532.25,1070.83,18387.00,12850.00,17.00%,16.00%,36906.69,238866,2179,292.30,$34.65,$35.31,
8175383655,VEUVE CLICQUOT PONSARDIN 750ML,VEUVE CLICQUOT,750ML,WHITE,Latest 52 Wks,629815.92,488754.39,827.40,652.19,9929.00,7826.00,0.00%,0.00%,1566706.28,238866,610,1032.00,$63.43,$62.45,
8175383568,MOET & CHANDON ROSE 750ML,MOET & CHANDON,750ML,PINK,Latest 52 Wks,614079.63,15909.86,845.81,22.50,10150.00,270.00,1.00%,0.00%,967054.53,238866,756,811.91,$60.5,$58.94,
66750500048,PIPER-HEIDSIECK SPK CHAMPAGNE WHITE WHITE EXTRA DRY FRANCE 750ML,PIPER-HEIDSIECK,750ML,WHITE,Latest 52 Wks,610354.27,718532.65,1090.13,1332.54,13082.00,15990.00,3.00%,3.00%,228854.24,238866,1312,465.21,$46.66,$44.94,
8427900346,JACQUES BARDELOT CHAMPAGNE 375ML,JACQUES BARDELOT,375ML,WHITE,Latest 52 Wks,606553.71,690694.02,1198.82,1542.39,28772.00,37017.00,1.00%,1.00%,544971.89,238866,358,1695.65,$21.08,$18.66,
8807616943,MOET & CHANDON IMPERIAL SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 1.5L,MOET & CHANDON,1.5L,WHITE,Latest 52 Wks,601449.46,615129.08,746.73,812.79,4480.00,4877.00,1.00%,1.00%,716864.67,238866,714,842.78,$134.24,$126.14,
8175382243,DOM PERIGNON ROSE 750ML,DOM PERIGNON,750ML,PINK,Latest 52 Wks,572850.03,662245.51,111.00,139.65,1332.00,1676.00,0.00%,1.00%,1407493.94,238866,458,1251.75,$430.08,$395.19,
8487868000,LAURENT-PERRIER ROSE 750ML,LAURENT-PERRIER,750ML,PINK,Latest 52 Wks,572290.45,540568.79,522.20,539.76,6266.00,6477.00,0.00%,0.00%,1362596.32,238866,492,1164.32,$91.33,$83.46,
1160780075,HEIDSIECK & CO. MONOPOLE SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,HEIDSIECK & CO. MONOPOLE,750ML,WHITE,Latest 52 Wks,563650.72,735212.51,1183.35,1698.61,14200.00,20383.00,1.00%,1.00%,788322.68,238866,496,1136.17,$39.69,$36.07,
85283210523,PERRIER JOUET BELLE EPOQUE 750ML,PERRIER JOUET,750ML,WHITE,Latest 52 Wks,560605.41,553319.64,244.52,279.62,2934.00,3355.00,1.00%,1.00%,974965.92,238866,637,880.23,$191.05,$164.91,Prestige
8175383090,MOET & CHANDON NECTAR ROSE 750ML,MOET & CHANDON,750ML,PINK,Latest 52 Wks,548462.25,156320.48,777.25,204.65,9327.00,2456.00,0.00%,0.00%,1540624.30,238866,242,2265.11,$58.8,$63.65,
85283210505,PERRIER JOUET GRAND BRUT 750ML,PERRIER JOUET,750ML,WHITE,Latest 52 Wks,535995.29,688374.63,922.19,1116.14,11066.00,13394.00,1.00%,3.00%,510471.70,238866,748,716.17,$48.44,$51.4,
84330400044,HENRIOT SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,HENRIOT,750ML,WHITE,Latest 52 Wks,534911.31,849466.16,869.17,1505.19,10430.00,18062.00,2.00%,2.00%,312448.19,238866,1030,519.14,$51.29,$47.03,
8487817900,LAURENT-PERRIER LA CUVEE BRUT 375ML,LAURENT-PERRIER,375ML,WHITE,Latest 52 Wks,534218.89,645022.11,699.33,1018.68,16784.00,24448.00,1.00%,0.00%,989294.24,238866,389,1373.81,$31.83,$26.38,
8689108151,BOLLINGER SPECIAL CHAMPAGNE 750ML,BOLLINGER,750ML,WHITE,Latest 52 Wks,528064.57,697452.32,609.83,898.03,7318.00,10776.00,0.00%,0.00%,1189334.61,238866,429,1231.63,$72.16,$64.72,
1098601033,PERRIER JOUET BELLE EPOQUE SPK CHAMPAGNE BLANC DE BLANC WHITE BRUT CHAMPAGNE FRANCE 750ML,PERRIER JOUET,750ML,WHITE,Latest 52 Wks,505969.30,316846.81,486.40,308.49,5837.00,3702.00,1.00%,0.00%,916611.06,238866,606,834.47,$86.69,$85.59,
8043211076,GH MUMM GRAND CORDON 750ML,GH MUMM,750ML,WHITE,Latest 52 Wks,501771.82,1038347.60,957.44,2309.42,11489.00,27713.00,2.00%,3.00%,263121.04,238866,1336,375.44,$43.67,$37.47,
66750500011,CHARLES HEIDSIECK RSV SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,CHARLES HEIDSIECK,750ML,WHITE,Latest 52 Wks,498351.80,576171.46,711.47,852.60,8538.00,10231.00,1.00%,1.00%,444163.82,238866,846,588.94,$58.37,$56.31,
81349700533,ARMAND DE BRIGNAC SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,ARMAND DE BRIGNAC,750ML,PINK,Latest 52 Wks,490818.51,600849.55,81.47,105.52,978.00,1266.00,0.00%,0.00%,1298461.67,238866,299,1639.19,$502.04,$474.52,
8175383597,VEUVE CLICQUOT ROSE 750ML,VEUVE CLICQUOT,750ML,PINK,Latest 52 Wks,473103.44,7310.52,539.29,8.14,6471.00,98.00,0.00%,0.00%,1219338.77,238866,465,1016.89,$73.11,$74.88,
86457600017,BOLLINGER GRANDE ANNEE 750ML,BOLLINGER,750ML,WHITE,Latest 52 Wks,465059.96,489390.29,220.17,250.64,2642.00,3008.00,0.00%,1.00%,1049796.74,238866,389,1195.56,$176.02,$162.71,Prestige
8043211379,GH MUMM CORDON ROSE SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,GH MUMM,750ML,PINK,Latest 52 Wks,455390.98,723018.52,854.21,1307.91,10250.00,15695.00,4.00%,5.00%,125210.61,238866,1701,267.77,$44.43,$46.07,
8175383553,KRUG GRANDE CUVEE 750ML,KRUG,750ML,WHITE,Latest 52 Wks,454308.36,61393.04,144.33,21.92,1732.00,263.00,0.00%,0.00%,1002888.21,238866,401,1131.57,$262.3,$233.41,Prestige
8175383125,VEUVE CLICQUOT VINTAGE ROSE 750ML,VEUVE CLICQUOT,750ML,PINK,Latest 52 Wks,453409.43,394187.93,358.25,328.77,4299.00,3945.00,1.00%,0.00%,718556.94,238866,562,807.24,$105.47,$99.91,
88772400121,LOUIS REVOIR SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,LOUIS REVOIR,750ML,WHITE,Latest 52 Wks,453305.54,337564.41,1705.04,1285.45,20461.00,15425.00,0.00%,0.00%,932727.45,238866,298,1523.60,$22.16,$21.88,
8175383229,MOET & CHANDON ROSE 750ML,MOET & CHANDON,750ML,PINK,Latest 52 Wks,451460.30,357285.62,636.56,563.92,7639.00,6767.00,0.00%,0.00%,2453588.59,238866,366,1233.37,$59.1,$52.8,
66494100259,CANARD-DUCHENE SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,CANARD-DUCHENE,750ML,WHITE,Latest 52 Wks,450390.04,446992.14,914.56,933.94,10975.00,11207.00,1.00%,1.00%,618667.63,238866,521,865.20,$41.04,$39.88,
8175381119,DOM PERIGNON ROSE 750ML,DOM PERIGNON,750ML,PINK,Latest 52 Wks,448362.47,465493.20,79.97,96.98,960.00,1164.00,0.00%,1.00%,1479744.13,238866,235,1904.05,$467.22,$400.01,
8469250044,TAITTINGER COMTES DE CHAMPAGNE 750ML,TAITTINGER,750ML,WHITE,Latest 52 Wks,444003.91,411569.39,154.12,163.22,1849.00,1959.00,1.00%,1.00%,705888.57,238866,393,1130.23,$240.07,$210.12,Prestige
8175383110,VEUVE CLICQUOT VINTAGE 750ML,VEUVE CLICQUOT,750ML,WHITE,Latest 52 Wks,440459.97,766138.25,374.61,691.07,4495.00,8293.00,0.00%,1.00%,895243.84,238866,466,945.61,$97.98,$92.39,
1208600835,DRAPPIER SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,DRAPPIER,750ML,WHITE,Latest 52 Wks,430465.20,527915.62,755.04,1014.54,9060.00,12174.00,1.00%,1.00%,472001.32,238866,712,604.82,$47.51,$43.36,
8175383044,VEUVE CLICQUOT ROSE 750ML,VEUVE CLICQUOT,750ML,PINK,Latest 52 Wks,415234.07,744916.57,450.50,879.99,5406.00,10560.00,0.00%,2.00%,1301674.21,238866,572,726.12,$76.81,$70.54,
8723665702,PIPER-HEIDSIECK CHAMPAGNE 750ML,PIPER-HEIDSIECK,750ML,WHITE,Latest 52 Wks,414174.97,373420.82,860.50,795.36,10326.00,9544.00,0.00%,0.00%,1163412.84,238866,243,1707.40,$40.11,$39.13,
8175383642,MOET & CHANDON IMPERIAL 750ML,MOET & CHANDON,750ML,WHITE,Latest 52 Wks,403740.55,30878.17,673.59,45.33,8083.00,544.00,0.00%,0.00%,2990670.74,238866,281,1434.70,$49.95,$56.76,
8832030015,LE CHEMIN DU ROI SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,LE CHEMIN DU ROI,750ML,WHITE,Latest 52 Wks,400644.71,571615.81,228.43,342.73,2741.00,4113.00,1.00%,1.00%,451685.13,238866,610,656.70,$146.16,$138.99,
344074750011,MOUTARD PERE & FILS SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,MOUTARD PERE & FILS,750ML,WHITE,Latest 52 Wks,396340.29,407642.42,872.71,967.37,10473.00,11608.00,1.00%,1.00%,587170.80,238866,345,1147.81,$37.85,$35.12,
