Nielsen Item Names,Nielsen Item Names ID,Brand Families,Colors,Sizes,Period Descriptions, $, $ YA, 9 Liter Equivs, 9 Liter Equivs YA,Units,Units LY, %ACV Reach Where Dist NON ALCOHOLIC, %ACV Reach Where Dist YA NON ALCOHOLIC, $ Per Point of ACV,# Stores,# Stores Selling,$ per Store Selling,GT,# Stores Last Period,# Stores Selling Last Period,$ per Store Selling Last Period,Prestige,ARP,ARP LY,ACV Calc
PL SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,200076744040,PRIVATE LABEL,WHITE,750ML,Latest 26 Wks,557302.54,449468.64,2313.583,1866.167,27763,22394,0.03077,0.03034,181118.7975,261037.091,408,1365.937598,TOTAL,260922,409,1367.12,,20.07,71.26,0.16%
PL SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,200076744040,PRIVATE LABEL,WHITE,750ML,Latest 13 Wks,271948.86,223703.27,1127.667,929,13532,11148,0.03056,0.02996,88988.50131,261185.275,403,674.811067,TOTAL,260997,406,690.67,,20.10,69.23,0.15%
PL SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,200076744040,PRIVATE LABEL,WHITE,750ML,Latest 4 Wks,77863.39,70847.92,322,294,3864,3528,0.02929,0.02758,26583.60874,261443.248,383,203.2986684,TOTAL,261123,379,219.73,,20.15,67.83,0.15%
DOM PERIGNON SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8811255405,DOM PERIGNON,WHITE,750ML,Latest 52 Wks,1308690.348,1332374.096,425.231,462.6,5102.769,5551.206,0.00216,0.00193,6058751.611,260960.495,301.171,4345.33985,TOTAL,260885,303,4478.35,,256.47,237.47,0.12%
DOM PERIGNON SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8811255405,DOM PERIGNON,WHITE,750ML,Latest 26 Wks,510521.318,583487.713,166.097,189.06,1993.161,2268.72,0.00155,0.00165,3293685.923,261037.091,263.363,1938.470165,TOTAL,260922,263,2008.98,,256.14,254.05,0.10%
DOM PERIGNON SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8811255405,DOM PERIGNON,WHITE,750ML,Latest 13 Wks,224117.85,299991.7,72.583,97.417,871,1169,0.00114,0.00136,1965946.053,261185.275,177,1266.202542,TOTAL,260997,245,1120.78,,257.31,258.31,0.07%
DOM PERIGNON SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8811255405,DOM PERIGNON,WHITE,750ML,Latest 4 Wks,52411.29,103034.35,17.083,33.5,205,402,0.0008,0.00113,655141.125,261443.248,102,513.8361765,TOTAL,261123,109,643.8,,255.66,257.53,0.04%
MOET & CHANDON IMPERIAL SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175383889,MOET & CHANDON,WHITE,750ML,Latest 52 Wks,1290708.892,0,2229.523,0,26754.276,0,0.00353,0,3656399.127,260960.495,671.642,1921.72153,TOTAL,260885,666,1774.35,,48.24,20.09,0.26%
MOET & CHANDON IMPERIAL SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175383889,MOET & CHANDON,WHITE,750ML,Latest 26 Wks,935677.273,0,1634.682,0,19616.188,0,0.00278,0,3365745.586,261037.091,534.275,1751.302743,TOTAL,260922,534,1794.16,,47.70,20.07,0.20%
MOET & CHANDON IMPERIAL SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175383889,MOET & CHANDON,WHITE,750ML,Latest 13 Wks,447473.183,0,768.636,0,9223.629,0,0.00245,0,1826421.155,261185.275,495.284,903.467875,TOTAL,260997,458,1092.59,,48.51,20.07,0.19%
MOET & CHANDON IMPERIAL SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175383889,MOET & CHANDON,WHITE,750ML,Latest 4 Wks,108179.603,0,183.72,0,2204.64,0,0.00144,0,751247.2431,261443.248,298.8,362.0468641,TOTAL,261123,335,426.45,,49.07,20.01,0.11%
DRAPPIER SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,1208600835,DRAPPIER,WHITE,750ML,Latest 52 Wks,1274607.421,1757505.365,2077.347,2839.408,24928.164,34072.901,0.01122,0.01078,1136013.744,260960.495,1322.73,963.6187438,TOTAL,260885,1334,942.69,,51.13,51.81,0.51%
DRAPPIER SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,1208600835,DRAPPIER,WHITE,750ML,Latest 26 Wks,510843.833,590227.265,844.094,948.818,10129.132,11385.812,0.00828,0.00821,616961.151,261037.091,956.3,534.1878417,TOTAL,260922,1062,464.87,,50.43,51.93,0.37%
DRAPPIER SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,1208600835,DRAPPIER,WHITE,750ML,Latest 13 Wks,289620.422,282090.114,478.981,457.59,5747.777,5491.082,0.00634,0.00715,456814.5457,261185.275,688.341,420.7513747,TOTAL,260997,699,363.48,,50.39,52.23,0.26%
DRAPPIER SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,1208600835,DRAPPIER,WHITE,750ML,Latest 4 Wks,100561.411,83671.375,169.845,136.277,2038.135,1635.319,0.00373,0.00456,269601.6381,261443.248,501.505,200.519259,TOTAL,261123,425,192.66,,49.34,51.91,0.19%
LOUIS ROEDERER SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,73459940435,LOUIS ROEDERER,WHITE,750ML,Latest 52 Wks,1192351.812,289214.52,1618.644,364.158,19423.73,4369.892,0.01753,0.00748,680177.8734,260960.495,1548.874,769.8184694,TOTAL,260885,1625,747.66,,61.39,204.94,0.59%
LOUIS ROEDERER SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,73459940435,LOUIS ROEDERER,WHITE,750ML,Latest 26 Wks,335025.79,203691.817,479.175,256.583,5750.102,3078.995,0.01291,0.007,259508.7452,261037.091,994.454,336.8942053,TOTAL,260922,986,362.43,,58.26,204.36,0.38%
LOUIS ROEDERER SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,73459940435,LOUIS ROEDERER,WHITE,750ML,Latest 13 Wks,138386.541,148783.904,214.208,190.381,2570.492,2284.575,0.00887,0.0062,156016.3935,261185.275,524.475,263.8572687,TOTAL,260997,597,284.42,,53.84,204.44,0.20%
LOUIS ROEDERER SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,73459940435,LOUIS ROEDERER,WHITE,750ML,Latest 4 Wks,28472.661,51267.478,52.221,66.716,626.657,800.597,0.00406,0.00367,70129.7069,261443.248,206.607,137.8107276,TOTAL,261123,301,159.28,,45.44,206.61,0.08%
MOET & CHANDON IMPERIAL SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 1.5L,8807616943,MOET & CHANDON,WHITE,1.5L,Latest 52 Wks,1158952.558,1039933.136,1413.677,1287.178,8482.063,7723.068,0.01066,0.0107,1087197.522,260960.495,1237.716,936.3638815,TOTAL,260885,1206,945.79,,136.64,66.66,0.47%
MOET & CHANDON IMPERIAL SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 1.5L,8807616943,MOET & CHANDON,WHITE,1.5L,Latest 26 Wks,525394.916,308407.952,631.475,377.141,3788.85,2262.848,0.0078,0.00827,673583.2256,261037.091,754.759,696.1095078,TOTAL,260922,740,665.35,,138.67,67.02,0.29%
MOET & CHANDON IMPERIAL SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 1.5L,8807616943,MOET & CHANDON,WHITE,1.5L,Latest 13 Wks,291933.497,159240.523,351.632,192.524,2109.79,1155.144,0.00623,0.00639,468593.0931,261185.275,615.421,474.3638859,TOTAL,260997,597,471.39,,138.37,65.59,0.24%
MOET & CHANDON IMPERIAL SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 1.5L,8807616943,MOET & CHANDON,WHITE,1.5L,Latest 4 Wks,82892.205,65099.186,99.56,74.793,597.359,448.76,0.00281,0.00293,294990.0534,261443.248,293.14,282.7734359,TOTAL,261123,321,296.66,,138.76,64.85,0.11%
MOET & CHANDON IMPERIAL SPK CHAMPAGNE ROSE PINK DEMI SEC CHAMPAGNE FRANCE 750ML,8175383835,MOET & CHANDON,PINK,750ML,Latest 52 Wks,1156394.492,514961.031,1664.84,742.332,19978.08,8907.981,0.00477,0.00184,2424307.111,260960.495,872.358,1325.596248,TOTAL,260885,882,1319.72,,57.88,,0.33%
MOET & CHANDON IMPERIAL SPK CHAMPAGNE ROSE PINK DEMI SEC CHAMPAGNE FRANCE 750ML,8175383835,MOET & CHANDON,PINK,750ML,Latest 26 Wks,267914.041,514961.031,378.986,742.332,4547.83,8907.981,0.00259,0.00186,1034417.147,261037.091,437.421,612.4855482,TOTAL,260922,425,625.55,,58.91,,0.17%
MOET & CHANDON IMPERIAL SPK CHAMPAGNE ROSE PINK DEMI SEC CHAMPAGNE FRANCE 750ML,8175383835,MOET & CHANDON,PINK,750ML,Latest 13 Wks,137133.307,330437.85,190.808,467.871,2289.699,5614.456,0.00205,0.00178,668942.961,261185.275,379.025,361.8054403,TOTAL,260997,380,384.72,,59.89,,0.15%
MOET & CHANDON IMPERIAL SPK CHAMPAGNE ROSE PINK DEMI SEC CHAMPAGNE FRANCE 750ML,8175383835,MOET & CHANDON,PINK,750ML,Latest 4 Wks,33955.058,42144.114,47.244,57.109,566.926,685.306,0.00122,0.0009,278320.1475,261443.248,190.949,177.8226542,TOTAL,261123,260,170.08,,59.89,,0.07%
MOET & CHANDON BRUT IMPRL SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175383566,MOET & CHANDON,WHITE,750ML,Latest 52 Wks,1155225.615,6727963.19,1939.672,11473.355,23276.066,137680.271,0.01369,0.04736,843846.3221,260960.495,1511.622,764.2291624,TOTAL,260885,1534,892.28,,49.63,57.50,0.58%
MOET & CHANDON BRUT IMPRL SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175383566,MOET & CHANDON,WHITE,750ML,Latest 26 Wks,71672.365,2260225.431,108.394,3845.953,1300.729,46151.44,0.00227,0.02956,315737.2907,261037.091,419.162,170.9896532,TOTAL,260922,364,188.09,,55.10,57.50,0.16%
MOET & CHANDON BRUT IMPRL SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175383566,MOET & CHANDON,WHITE,750ML,Latest 13 Wks,43232.655,858536.909,64.051,1462.55,768.611,17550.598,0.00125,0.0161,345861.24,261185.275,289.414,149.3799713,TOTAL,260997,199,159.56,,56.25,57.61,0.11%
MOET & CHANDON BRUT IMPRL SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175383566,MOET & CHANDON,WHITE,750ML,Latest 4 Wks,17435.604,231360.434,25.327,395.454,303.925,4745.447,0.00057,0.00764,305887.7895,261443.248,191.405,91.09273008,TOTAL,261123,106,105.06,,57.37,58.27,0.07%
POL ROGER SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,8974431715,POL ROGER,PINK,750ML,Latest 52 Wks,1129262.47,25413.561,687.137,15.494,8245.642,185.931,0.00123,0.00099,9180995.691,260960.495,182.161,6199.25489,TOTAL,260885,183,5476.49,,136.95,133.74,0.07%
POL ROGER SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,8974431715,POL ROGER,PINK,750ML,Latest 26 Wks,799025.725,13487.871,485.924,7.994,5831.087,95.931,0.00065,0.00068,12292703.46,261037.091,96.135,8311.496593,TOTAL,260922,97,8524.12,,137.03,134.26,0.04%
POL ROGER SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,8974431715,POL ROGER,PINK,750ML,Latest 13 Wks,420155.994,8886.131,255.599,5.244,3067.188,62.931,0.0004,0.00058,10503899.85,261185.275,72.581,5788.787617,TOTAL,260997,76,5486.26,,136.98,134.13,0.03%
POL ROGER SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,8974431715,POL ROGER,PINK,750ML,Latest 4 Wks,129555.26,3859.401,78.786,2.244,945.432,26.931,0.00025,0.00022,5182210.4,261443.248,63.652,2035.368252,TOTAL,261123,62,2062.92,,137.03,135.72,0.02%
VEUVE CLICQUOT LA GR DAME SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175383343,VEUVE CLICQUOT,WHITE,750ML,Latest 52 Wks,1112572.201,2656563.252,443.657,1080.149,5323.882,12961.789,0.01066,0.01796,1043688.744,260960.495,917.264,1212.924742,TOTAL,260885,993,1243.37,,208.98,49.36,0.35%
VEUVE CLICQUOT LA GR DAME SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175383343,VEUVE CLICQUOT,WHITE,750ML,Latest 26 Wks,300800.783,768210.37,112.841,313.187,1354.088,3758.242,0.00643,0.01163,467808.3717,261037.091,533.128,564.2186923,TOTAL,260922,537,595.9,,222.14,49.36,0.20%
VEUVE CLICQUOT LA GR DAME SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175383343,VEUVE CLICQUOT,WHITE,750ML,Latest 13 Wks,131747.975,413662.068,48.986,168.58,587.836,2022.966,0.00343,0.00861,384104.8834,261185.275,248.246,530.7153992,TOTAL,260997,315,460.23,,224.12,49.38,0.10%
VEUVE CLICQUOT LA GR DAME SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175383343,VEUVE CLICQUOT,WHITE,750ML,Latest 4 Wks,29052.112,151979.795,10.318,62.39,123.814,748.678,0.00099,0.00412,293455.6768,261443.248,61.286,474.0415756,TOTAL,261123,154,315.79,,234.64,49.81,0.02%
ARMAND DE BRIGNAC SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,81349700527,ARMAND DE BRIGNAC,WHITE,750ML,Latest 52 Wks,1084006.616,2205609.373,289.089,576.768,3469.074,6921.219,0.00981,0.01366,1105001.647,260960.495,824.171,1315.269059,TOTAL,260885,729,1203.56,,312.48,135.56,0.32%
ARMAND DE BRIGNAC SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,81349700527,ARMAND DE BRIGNAC,WHITE,750ML,Latest 26 Wks,409384.165,734427.737,112.237,189.987,1346.849,2279.848,0.00609,0.0088,672223.5878,261037.091,557.904,733.7896215,TOTAL,260922,494,667.4,,303.96,138.73,0.21%
ARMAND DE BRIGNAC SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,81349700527,ARMAND DE BRIGNAC,WHITE,750ML,Latest 13 Wks,182609.511,356797.292,50.235,93.751,602.82,1125.014,0.00396,0.00592,461135.1288,261185.275,379.516,481.164196,TOTAL,260997,389,487.36,,302.93,140.21,0.15%
ARMAND DE BRIGNAC SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,81349700527,ARMAND DE BRIGNAC,WHITE,750ML,Latest 4 Wks,31830.908,69184.531,9.097,18.233,109.169,218.794,0.00123,0.00185,258787.8699,261443.248,87.174,365.1422213,TOTAL,261123,134,391.42,,291.57,141.18,0.03%
MOET & CHANDON IMPERIAL SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175383836,MOET & CHANDON,WHITE,750ML,Latest 52 Wks,1057834.347,293680.229,1765.714,488.817,21188.569,5865.807,0.00523,0.00199,2022627.815,260960.495,1416.896,746.5857388,TOTAL,260885,1427,743.48,,49.92,48.34,0.54%
MOET & CHANDON IMPERIAL SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175383836,MOET & CHANDON,WHITE,750ML,Latest 26 Wks,349216.04,293680.229,582.424,488.817,6989.093,5865.807,0.00312,0.00199,1119282.179,261037.091,791.964,440.9493866,TOTAL,260922,727,438.24,,49.97,48.96,0.30%
MOET & CHANDON IMPERIAL SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175383836,MOET & CHANDON,WHITE,750ML,Latest 13 Wks,203051.656,254562.559,351.72,422.187,4220.638,5066.239,0.00238,0.00205,853158.2185,261185.275,478.579,424.2803299,TOTAL,260997,486,393.36,,,49.72,
MOET & CHANDON IMPERIAL SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175383836,MOET & CHANDON,WHITE,750ML,Latest 4 Wks,55184.704,63182.872,94.949,99.647,1139.39,1195.761,0.00144,0.00125,383227.1111,261443.248,233.554,236.2824186,TOTAL,261123,165,195.28,,,49.41,
LOUIS ROEDERER SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,73459970155,LOUIS ROEDERER,WHITE,750ML,Latest 52 Wks,1030192.249,12969.706,232.4,2.828,2788.797,33.931,0.0075,0.00022,1373589.665,260960.495,583.777,1764.701674,TOTAL,260885,559,1687.89,,468.04,426.47,0.32%
LOUIS ROEDERER SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,73459970155,LOUIS ROEDERER,WHITE,750ML,Latest 26 Wks,521637.818,12969.706,118.685,2.828,1424.221,33.931,0.00616,0.00021,846814.6396,261037.091,463.193,1126.178112,TOTAL,260922,469,1134.68,,488.84,440.53,0.18%
LOUIS ROEDERER SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,73459970155,LOUIS ROEDERER,WHITE,750ML,Latest 13 Wks,308602.947,12969.706,69.825,2.828,837.904,33.931,0.0045,0.00022,685784.3267,261185.275,348.356,885.8838286,TOTAL,260997,283,938.25,,492.58,437.97,0.09%
LOUIS ROEDERER SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,73459970155,LOUIS ROEDERER,WHITE,750ML,Latest 4 Wks,96824.896,10974.746,22.904,2.411,274.852,28.931,0.00213,0.00022,454576.9765,261443.248,148.675,651.252033,TOTAL,261123,120,627.44,,451.84,450.13,0.03%
BILLECART-SALMON SPK CHAMPAGNE BLANC DE BLANC WHITE BRUT CHAMPAGNE FRANCE 750ML,311394320410,BILLECART-SALMON,WHITE,750ML,Latest 52 Wks,1000444.737,556846.679,840.287,490.732,10083.447,5888.78,0.00492,0.0035,2033424.262,260960.495,588.79,1699.153751,TOTAL,260885,589,1569.73,,299.78,299.93,0.01%
BILLECART-SALMON SPK CHAMPAGNE BLANC DE BLANC WHITE BRUT CHAMPAGNE FRANCE 750ML,311394320410,BILLECART-SALMON,WHITE,750ML,Latest 26 Wks,587903.902,273850.841,490.233,239.36,5882.795,2872.321,0.00443,0.0026,1327096.844,261037.091,546.119,1076.512449,TOTAL,260922,541,979.11,,299.62,299.98,0.01%
BILLECART-SALMON SPK CHAMPAGNE BLANC DE BLANC WHITE BRUT CHAMPAGNE FRANCE 750ML,311394320410,BILLECART-SALMON,WHITE,750ML,Latest 13 Wks,343380.394,126851.104,286.417,107.366,3436.999,1288.398,0.00372,0.00208,923065.5753,261185.275,352.75,973.4383955,TOTAL,260997,350,948.05,,299.99,299.90,0.01%
BILLECART-SALMON SPK CHAMPAGNE BLANC DE BLANC WHITE BRUT CHAMPAGNE FRANCE 750ML,311394320410,BILLECART-SALMON,WHITE,750ML,Latest 4 Wks,105568.532,29794.209,87.051,24.787,1044.616,297.444,0.002,0.00133,527842.66,261443.248,226.931,465.201017,TOTAL,261123,176,585.39,,299.99,299.82,0.01%
MOD SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,85642500800,MOD,WHITE,750ML,Latest 52 Wks,977825.591,488289.796,271.821,135.698,3261.854,1628.375,0.00024,0.00034,40742732.96,260960.495,19.121,51138.83118,TOTAL,260885,19,50193.03,,371.37,398.99,0.21%
MOD SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,85642500800,MOD,WHITE,750ML,Latest 26 Wks,272525.7,353308.456,75.831,98.198,909.976,1178.371,0.00024,0.00028,11355237.5,261037.091,18.914,14408.67611,TOTAL,260922,17,16268.86,,376.77,398.99,0.18%
MOD SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,85642500800,MOD,WHITE,750ML,Latest 13 Wks,114991.164,188271.95,31.971,52.333,383.65,627.994,0.0002,0.00021,5749558.2,261185.275,16.945,6786.141281,TOTAL,260997,15,8400.02,,372.69,398.99,0.11%
MOD SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,85642500800,MOD,WHITE,750ML,Latest 4 Wks,33710.073,19791.358,9.392,5.52,112.704,66.24,0.0002,0.0002,1685503.65,261443.248,16.961,1987.505041,TOTAL,261123,15,2699.91,,343.77,398.99,0.05%
PIERRE PETERS SPK CHAMPAGNE BLANC DE BLANC WHITE BRUT CHAMPAGNE FRANCE 750ML,74773612873,PIERRE PETERS,WHITE,750ML,Latest 52 Wks,969531.823,658659.625,1086.732,778.444,13040.784,9341.329,0.00358,0.00341,2708189.45,260960.495,755.054,1284.05627,TOTAL,260885,756,1223.2,,38.47,36.89,0.18%
PIERRE PETERS SPK CHAMPAGNE BLANC DE BLANC WHITE BRUT CHAMPAGNE FRANCE 750ML,74773612873,PIERRE PETERS,WHITE,750ML,Latest 26 Wks,544047.286,196502.715,598.526,227.529,7182.317,2730.351,0.00301,0.00219,1807466.066,261037.091,680.199,799.8354687,TOTAL,260922,682,769.47,,37.79,37.29,0.15%
PIERRE PETERS SPK CHAMPAGNE BLANC DE BLANC WHITE BRUT CHAMPAGNE FRANCE 750ML,74773612873,PIERRE PETERS,WHITE,750ML,Latest 13 Wks,281213.744,92679.555,311.624,106.937,3739.487,1283.249,0.002,0.00172,1406068.72,261185.275,486.83,577.6425939,TOTAL,260997,526,559.47,,38.50,38.81,0.15%
PIERRE PETERS SPK CHAMPAGNE BLANC DE BLANC WHITE BRUT CHAMPAGNE FRANCE 750ML,74773612873,PIERRE PETERS,WHITE,750ML,Latest 4 Wks,77360.214,33740.506,85.758,38.258,1029.101,459.101,0.00094,0.00097,822981,261443.248,242.536,318.9638404,TOTAL,261123,359,231.37,,38.24,39.93,0.14%
JACQUES BARDELOT SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,8427900235,JACQUES BARDELOT,PINK,750ML,Latest 52 Wks,935259.234,1048020.828,2032.142,2363.018,24385.704,28356.22,0.01204,0.01179,776793.3837,260960.495,481.807,1941.14912,TOTAL,260885,480,1947.02,,74.25,69.77,0.29%
JACQUES BARDELOT SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,8427900235,JACQUES BARDELOT,PINK,750ML,Latest 26 Wks,428223.94,421613.578,938.487,929.518,11261.85,11154.22,0.01187,0.0117,360761.5333,261037.091,390.538,1096.497498,TOTAL,260922,391,1095.59,,75.69,71.45,0.26%
JACQUES BARDELOT SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,8427900235,JACQUES BARDELOT,PINK,750ML,Latest 13 Wks,215209.4,187691.458,469.167,397.102,5630,4765.22,0.01193,0.01161,180393.4619,261185.275,391,550.4076726,TOTAL,260997,390,560.9,,76.01,71.32,0.20%
JACQUES BARDELOT SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,8427900235,JACQUES BARDELOT,PINK,750ML,Latest 4 Wks,54714.16,55273.008,120.25,115.435,1443,1385.22,0.01055,0.00979,51861.76303,261443.248,340,160.924,TOTAL,261123,360,179.29,,74.58,73.31,0.14%
DOM PERIGNON SPK CHAMPAGNE ROSE PINK CHAMPAGNE FRANCE 750ML,8175382243,DOM PERIGNON,PINK,750ML,Latest 52 Wks,933491.812,1164792.167,166.116,225.737,1993.387,2708.849,0.00713,0.00649,1309245.178,260960.495,779.84,1197.029919,TOTAL,260885,833,1156.67,,99.04,94.14,0.23%
DOM PERIGNON SPK CHAMPAGNE ROSE PINK CHAMPAGNE FRANCE 750ML,8175382243,DOM PERIGNON,PINK,750ML,Latest 26 Wks,448385.466,459960.295,76.712,85.68,920.545,1028.157,0.00455,0.00374,985462.5626,261037.091,490.08,914.9230044,TOTAL,260922,474,946.35,,99.43,95.23,0.21%
DOM PERIGNON SPK CHAMPAGNE ROSE PINK CHAMPAGNE FRANCE 750ML,8175382243,DOM PERIGNON,PINK,750ML,Latest 13 Wks,150660.972,199763.986,26.696,36.888,320.351,442.651,0.00292,0.00257,515962.2329,261185.275,253.174,595.0886426,TOTAL,260997,237,901.07,,99.24,95.71,0.13%
DOM PERIGNON SPK CHAMPAGNE ROSE PINK CHAMPAGNE FRANCE 750ML,8175382243,DOM PERIGNON,PINK,750ML,Latest 4 Wks,36525.1,67340.328,6.666,12.244,79.99,146.929,0.00098,0.00122,372705.102,261443.248,69.983,521.9138934,TOTAL,261123,70,509.51,,100.21,111.23,0.07%
MOET & CHANDON IMPERIAL SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 750ML VAP,318537043222,MOET & CHANDON,WHITE,750ML,Latest 52 Wks,929716.669,1097841.47,1559.684,1872.593,18716.204,22471.116,0.00003,0.00004,309905556.3,260960.495,10.05,92509.12129,TOTAL,260885,10,98741.1,,313.78,318.18,0.28%
MOET & CHANDON IMPERIAL SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 750ML VAP,318537043222,MOET & CHANDON,WHITE,750ML,Latest 26 Wks,46314.526,602324.919,77.478,1027.217,929.733,12326.604,0.00003,0.00003,15438175.33,261037.091,10.007,4628.212851,TOTAL,260922,10,11534.57,,303.55,322.59,0.19%
MOET & CHANDON IMPERIAL SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 750ML VAP,318537043222,MOET & CHANDON,WHITE,750ML,Latest 13 Wks,0,250796.938,0,419.158,0,5029.896,0,0.00003,0,0,0,0,TOTAL,0,0,0,,303.65,317.04,0.15%
MOET & CHANDON IMPERIAL SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 750ML VAP,318537043222,MOET & CHANDON,WHITE,750ML,Latest 4 Wks,0,62730.139,0,104.613,0,1255.356,0,0.00003,0,0,0,0,TOTAL,0,0,0,,308.54,313.00,0.05%
MOET & CHANDON NCTR IMP RS SPK CHAMPAGNE ROSE PINK CHAMPAGNE FRANCE 375ML,8175381677,MOET & CHANDON,PINK,375ML,Latest 52 Wks,863075.937,895489.998,892.711,949.839,21425.064,22796.145,0.00449,0.00472,1922218.122,260960.495,1617.674,533.5289663,TOTAL,260885,1598,546.9,,40.18,39.34,0.61%
MOET & CHANDON NCTR IMP RS SPK CHAMPAGNE ROSE PINK CHAMPAGNE FRANCE 375ML,8175381677,MOET & CHANDON,PINK,375ML,Latest 26 Wks,393955.927,430020.886,405.771,464.732,9738.511,11153.568,0.00381,0.0037,1034005.058,261037.091,1306.855,301.4534336,TOTAL,260922,1273,303.73,,40.59,38.99,0.49%
MOET & CHANDON NCTR IMP RS SPK CHAMPAGNE ROSE PINK CHAMPAGNE FRANCE 375ML,8175381677,MOET & CHANDON,PINK,375ML,Latest 13 Wks,200303.073,234802.718,206.339,252.305,4952.141,6055.329,0.00347,0.00325,577242.2853,261185.275,1192.533,167.9643859,TOTAL,260997,1044,197.79,,40.79,38.36,0.40%
