Nielsen Item Names,Nielsen Item Names ID,Brand Families,Colors,Sizes,Period Descriptions, $, $ YA, 9 Liter Equivs, 9 Liter Equivs YA,Units,Units LY, %ACV Reach Where Dist NON ALCOHOLIC, %ACV Reach Where Dist YA NON ALCOHOLIC, $ Per Point of ACV,# Stores,# Stores Selling,$ per Store Selling,GT,# Stores Last Period,# Stores Selling Last Period,$ per Store Selling Last Period,Prestige,ARP,ARP LY,ACV Calc
R. DUMONT & FILS SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,337582868275,R. DUMONT & FILS,WHITE,750ML,Latest 52 Wks,1499.64,3612.265,3,10.694,36,128.334,0.00005,0.00017,299928,260960.495,7,214.2342857,TOTAL,260885,7,204.52,,59.99,60.28,0.01%
R. DUMONT & FILS SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,337582868275,R. DUMONT & FILS,WHITE,750ML,Latest 26 Wks,1044.75,414.9,2.083,0.833,25,10,0.00004,0.00004,261187.5,261037.091,5,208.95,TOTAL,260922,6,169.96,,,59.99,
R. DUMONT & FILS SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,337582868275,R. DUMONT & FILS,WHITE,750ML,Latest 13 Wks,448.89,214.95,0.917,0.417,11,5,0.00004,0.00003,112222.5,261185.275,3,149.63,TOTAL,260997,3,155.63,,,59.99,
R. DUMONT & FILS SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,337582868275,R. DUMONT & FILS,WHITE,750ML,Latest 4 Wks,110.97,42.99,0.25,0.083,3,1,0,0.00003,1,261443.248,1,110.97,TOTAL,261123,2,85.98,,,59.99,
MOET & CHANDON BRUT VNTG SPK CHAMPAGNE ROSE PINK CHAMPAGNE FRANCE 750ML,8175382803,MOET & CHANDON,PINK,750ML,Latest 52 Wks,1480.843,52.99,1.811,0.083,21.73,1,0.00004,0.00004,370210.75,260960.495,11.05,134.0129412,TOTAL,260885,11,134,,95.28,74.06,0.00%
MOET & CHANDON BRUT VNTG SPK CHAMPAGNE ROSE PINK CHAMPAGNE FRANCE 750ML,8175382803,MOET & CHANDON,PINK,750ML,Latest 13 Wks,99.94,52.99,0.167,0.083,2,1,0.00002,0.00004,49970,261185.275,1,99.94,TOTAL,260997,1,99.94,,,99.99,
MOET & CHANDON BRUT VNTG SPK CHAMPAGNE ROSE PINK CHAMPAGNE FRANCE 750ML,8175382803,MOET & CHANDON,PINK,750ML,Latest 26 Wks,99.94,52.99,0.167,0.083,2,1,0.00002,0.00004,49970,261037.091,1,99.94,TOTAL,260922,1,99.94,,,99.99,
MARGUET SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 750ML,347582836259,MARGUET,WHITE,750ML,Latest 52 Wks,1476.28,1678.35,2.25,2.5,27,30,0.00013,0.00021,113560,260960.495,7,210.8971429,TOTAL,260885,6,219.88,,,99.99,
MARGUET SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 750ML,347582836259,MARGUET,WHITE,750ML,Latest 4 Wks,156.97,0,0.25,0,3,0,0.00004,0,39242.5,261443.248,2,78.485,TOTAL,0,0,0,,54.97,55.95,0.00%
MARGUET SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 750ML,347582836259,MARGUET,WHITE,750ML,Latest 26 Wks,156.97,1179.69,0.25,1.75,3,21,0.00004,0.00015,39242.5,261037.091,2,78.485,TOTAL,0,0,0,,,56.52,
MARGUET SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 750ML,347582836259,MARGUET,WHITE,750ML,Latest 13 Wks,156.97,393.23,0.25,0.583,3,7,0.00004,0.0001,39242.5,261185.275,2,78.485,TOTAL,0,0,0,,,56.25,
VEUVE CLICQUOT SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML VAP,8175382066,VEUVE CLICQUOT,WHITE,750ML,Latest 52 Wks,1470.71,261.59,2.25,0.417,27,5,0.00004,0.00008,367677.5,260960.495,3.692,398.3504875,TOTAL,260885,3,76.97,,,56.99,
VEUVE CLICQUOT SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML VAP,8175382066,VEUVE CLICQUOT,WHITE,750ML,Latest 13 Wks,1364.77,55.97,2.083,0.083,25,1,0.00003,0.00002,454923.3333,261185.275,3,454.9233333,TOTAL,260997,1,68.99,,5.91,,0.00%
VEUVE CLICQUOT SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML VAP,8175382066,VEUVE CLICQUOT,WHITE,750ML,Latest 26 Wks,1364.77,89.68,2.083,0.167,25,2,0.00003,0.00003,454923.3333,261037.091,3,454.9233333,TOTAL,260922,1,68.99,,5.95,,0.00%
VEUVE CLICQUOT SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML VAP,8175382066,VEUVE CLICQUOT,WHITE,750ML,Latest 4 Wks,1295.78,55.97,2,0.083,24,1,0.00002,0.00002,647890,261443.248,2,647.89,TOTAL,#N/A,#N/A,#N/A,,5.99,,0.00%
DOM PERIGNON SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175383224,DOM PERIGNON,WHITE,750ML,Latest 52 Wks,1469.93,15959.24,0.583,6.333,7,76,0.00013,0.00042,113071.5385,260960.495,1,1469.93,TOTAL,260885,1,2099.9,,5.99,,0.00%
DOM PERIGNON SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175383224,DOM PERIGNON,WHITE,750ML,Latest 26 Wks,0,5669.73,0,2.25,0,27,0,0.00019,0,0,0,0,TOTAL,0,0,0,,217.50,225.00,0.00%
DOM PERIGNON SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175383224,DOM PERIGNON,WHITE,750ML,Latest 4 Wks,0,629.97,0,0.25,0,3,0,0.00013,0,0,0,0,TOTAL,0,0,0,,217.50,225.00,0.00%
DOM PERIGNON SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175383224,DOM PERIGNON,WHITE,750ML,Latest 13 Wks,0,3359.84,0,1.333,0,16,0,0.00013,0,0,0,0,TOTAL,0,0,0,,217.50,225.00,0.00%
H. GOUTORBE SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,347582895467,H. GOUTORBE,WHITE,750ML,Latest 52 Wks,1456.27,5167.35,1,3.917,12,47,0.00007,0.00017,208038.5714,260960.495,4,364.0675,TOTAL,260885,5,310.25,,225.00,,0.00%
H. GOUTORBE SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,347582895467,H. GOUTORBE,WHITE,750ML,Latest 26 Wks,375,3264.86,0.25,2.417,3,29,0.00005,0.00016,75000,261037.091,3,125,TOTAL,260922,3,125,,99.99,92.16,0.00%
H. GOUTORBE SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,347582895467,H. GOUTORBE,WHITE,750ML,Latest 4 Wks,125,220,0.083,0.167,1,2,0.00002,0.00002,62500,261443.248,1,125,TOTAL,0,0,0,,99.99,98.74,0.00%
H. GOUTORBE SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,347582895467,H. GOUTORBE,WHITE,750ML,Latest 13 Wks,125,1061.5,0.083,0.833,1,10,0.00002,0.00006,62500,261185.275,1,125,TOTAL,0,0,0,,,98.74,
FRANCIS ORBAN SPK CHAMPAGNE WHITE WHITE EXTRA BRUT CHAMPAGNE FRANCE 750ML,357582809780,FRANCIS ORBAN,WHITE,750ML,Latest 52 Wks,1453.75,1772.86,2.083,2.917,25,35,0.00009,0.00007,161527.7778,260960.495,4,363.4375,TOTAL,260885,5,330.74,,72.21,,0.00%
FRANCIS ORBAN SPK CHAMPAGNE WHITE WHITE EXTRA BRUT CHAMPAGNE FRANCE 750ML,357582809780,FRANCIS ORBAN,WHITE,750ML,Latest 26 Wks,555.9,1239.76,0.833,2,10,24,0.00007,0.00005,79414.28571,261037.091,3,185.3,TOTAL,260922,3,208.63,,73.63,,0.00%
FRANCIS ORBAN SPK CHAMPAGNE WHITE WHITE EXTRA BRUT CHAMPAGNE FRANCE 750ML,357582809780,FRANCIS ORBAN,WHITE,750ML,Latest 13 Wks,123.98,649.87,0.167,1.083,2,13,0.00007,0.00004,17711.42857,261185.275,2,61.99,TOTAL,260997,2,61.99,,72.85,,0.00%
FRANCIS ORBAN SPK CHAMPAGNE WHITE WHITE EXTRA BRUT CHAMPAGNE FRANCE 750ML,357582809780,FRANCIS ORBAN,WHITE,750ML,Latest 4 Wks,0,199.96,0,0.333,0,4,0,0.00004,0,0,0,0,TOTAL,261123,1,69.99,,69.99,,0.00%
DHONDT GRELLET SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 750ML,347582804084,DHONDT GRELLET,WHITE,750ML,Latest 52 Wks,1453.056,778.156,0.751,0.372,9.016,4.466,0.00001,0.00001,1453056,260960.495,4.508,322.3283052,TOTAL,260885,4,322.54,,74.99,48.35,0.01%
DHONDT GRELLET SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 750ML,347582804084,DHONDT GRELLET,WHITE,750ML,Latest 26 Wks,1453.056,0,0.751,0,9.016,0,0.00001,0,1453056,261037.091,4.525,321.1173481,TOTAL,260922,4,321.54,,,55.00,
JEAUNAUX-ROBIN SPK CHAMPAGNE WHITE WHITE EXTRA BRUT CHAMPAGNE FRANCE 750ML,357582803959,JEAUNAUX-ROBIN,WHITE,750ML,Latest 52 Wks,1447.76,374.69,2,0.5,24,6,0.0001,0.0001,144776,260960.495,6,241.2933333,TOTAL,260885,6,232.29,,,57.93,
JEAUNAUX-ROBIN SPK CHAMPAGNE WHITE WHITE EXTRA BRUT CHAMPAGNE FRANCE 750ML,357582803959,JEAUNAUX-ROBIN,WHITE,750ML,Latest 26 Wks,431.92,324.95,0.667,0.417,8,5,0.00003,0.00009,143973.3333,261037.091,2,215.96,TOTAL,260922,2,389.94,,179.28,145.62,0.00%
JEAUNAUX-ROBIN SPK CHAMPAGNE WHITE WHITE EXTRA BRUT CHAMPAGNE FRANCE 750ML,357582803959,JEAUNAUX-ROBIN,WHITE,750ML,Latest 13 Wks,53.99,260.96,0.083,0.333,1,4,0.00003,0.00009,17996.66667,261185.275,1,53.99,TOTAL,0,0,0,,,159.99,
JEAUNAUX-ROBIN SPK CHAMPAGNE WHITE WHITE EXTRA BRUT CHAMPAGNE FRANCE 750ML,357582803959,JEAUNAUX-ROBIN,WHITE,750ML,Latest 4 Wks,53.99,0,0.083,0,1,0,0.00003,0,17996.66667,261443.248,1,53.99,TOTAL,#N/A,#N/A,#N/A,,,159.99,
POL ROGER SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 375ML,827582865433,POL ROGER,WHITE,375ML,Latest 52 Wks,1447.64,4549.93,1.5,6.5,36,156,0.00006,0.00006,241273.3333,260960.495,7,206.8057143,TOTAL,260885,6,148.8,,54.51,53.99,0.00%
POL ROGER SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 375ML,827582865433,POL ROGER,WHITE,375ML,Latest 13 Wks,1312.67,179.96,1.375,0.167,33,4,0.00006,0.00001,218778.3333,261185.275,6,218.7783333,TOTAL,260997,4,178.21,,54.52,53.99,0.00%
POL ROGER SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 375ML,827582865433,POL ROGER,WHITE,375ML,Latest 26 Wks,1312.67,179.96,1.375,0.167,33,4,0.00006,0.00001,218778.3333,261037.091,6,218.7783333,TOTAL,260922,4,178.21,,55.66,,0.00%
POL ROGER SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 375ML,827582865433,POL ROGER,WHITE,375ML,Latest 4 Wks,599.85,44.99,0.625,0.042,15,1,0.00006,0.00001,99975,261443.248,4,149.9625,TOTAL,261123,2,199.95,,55.99,,0.00%
LECLERC BRIANT SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,327582891033,LECLERC BRIANT,PINK,750ML,Latest 52 Wks,1444.84,3883.22,1.333,4.083,16,49,0.00006,0.00013,240806.6667,260960.495,8,180.605,TOTAL,260885,9,213.86,,24.99,24.21,0.02%
LECLERC BRIANT SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,327582891033,LECLERC BRIANT,PINK,750ML,Latest 13 Wks,399.96,1239.86,0.333,1.167,4,14,0.00002,0.00005,199980,261185.275,3,133.32,TOTAL,260997,3,133.32,,24.99,22.61,0.02%
LECLERC BRIANT SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,327582891033,LECLERC BRIANT,PINK,750ML,Latest 26 Wks,399.96,1319.85,0.333,1.25,4,15,0.00002,0.00005,199980,261037.091,3,133.32,TOTAL,260922,4,124.99,,24.99,23.42,0.02%
LECLERC BRIANT SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,327582891033,LECLERC BRIANT,PINK,750ML,Latest 4 Wks,0,479.94,0,0.5,0,6,0,0.00001,0,0,0,0,TOTAL,#N/A,#N/A,#N/A,,65.78,,0.00%
A.R. LENOBLE SPK CHAMPAGNE BLANC DE BLANC WHITE BRUT CHAMPAGNE FRANCE 750ML,77287060000,A.R. LENOBLE,WHITE,750ML,Latest 52 Wks,1433.85,4331.188,1.25,4.815,15,57.784,0.0001,0.00011,143385,260960.495,6,238.975,TOTAL,260885,6,222.31,,67.49,,0.00%
A.R. LENOBLE SPK CHAMPAGNE BLANC DE BLANC WHITE BRUT CHAMPAGNE FRANCE 750ML,77287060000,A.R. LENOBLE,WHITE,750ML,Latest 26 Wks,299.97,1199.88,0.25,1,3,12,0.00004,0.00005,74992.5,261037.091,1,299.97,TOTAL,0,0,0,,69.99,,0.00%
A.R. LENOBLE SPK CHAMPAGNE BLANC DE BLANC WHITE BRUT CHAMPAGNE FRANCE 750ML,77287060000,A.R. LENOBLE,WHITE,750ML,Latest 13 Wks,299.97,499.95,0.25,0.417,3,5,0.00004,0.00005,74992.5,261185.275,1,299.97,TOTAL,0,0,0,,59.13,56.39,0.00%
A.R. LENOBLE SPK CHAMPAGNE BLANC DE BLANC WHITE BRUT CHAMPAGNE FRANCE 750ML,77287060000,A.R. LENOBLE,WHITE,750ML,Latest 4 Wks,299.97,199.98,0.25,0.167,3,2,0.00004,0.00004,74992.5,261443.248,1,299.97,TOTAL,0,0,0,,59.99,,0.00%
MARIE STUART SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,66494100306,MARIE STUART,WHITE,750ML,Latest 52 Wks,1432.86,1390.88,3.25,3.25,39,39,0.00031,0.00053,46221.29032,260960.495,8,179.1075,TOTAL,260885,8,192.92,,59.99,58.54,0.00%
MARIE STUART SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,66494100306,MARIE STUART,WHITE,750ML,Latest 26 Wks,721.31,704.57,1.583,1.667,19,20,0.00024,0.00029,30054.58333,261037.091,6,120.2183333,TOTAL,260922,6,100.97,,59.99,58.99,0.00%
MARIE STUART SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,66494100306,MARIE STUART,WHITE,750ML,Latest 13 Wks,222.44,489.88,0.5,1.167,6,14,0.00016,0.00019,13902.5,261185.275,4,55.61,TOTAL,260997,4,55.61,,55.40,48.54,0.00%
MARIE STUART SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,66494100306,MARIE STUART,WHITE,750ML,Latest 4 Wks,115.47,225.95,0.25,0.583,3,7,0.00012,0.00011,9622.5,261443.248,3,38.49,TOTAL,261123,2,34.24,,56.99,50.49,0.00%
LARMANDIER-BERNIER SPK CHAMPAGNE ROSE PINK ORGANIC EXTRA BRUT CHAMPAGNE FRANCE 750ML,357582850534,LARMANDIER-BERNIER,PINK,750ML,Latest 52 Wks,1429.89,0,0.917,0,11,0,0.00009,0,158876.6667,260960.495,3,476.63,TOTAL,260885,3,476.63,,,49.99,
LARMANDIER-BERNIER SPK CHAMPAGNE ROSE PINK ORGANIC EXTRA BRUT CHAMPAGNE FRANCE 750ML,357582850534,LARMANDIER-BERNIER,PINK,750ML,Latest 26 Wks,909.93,0,0.583,0,7,0,0.00007,0,129990,261037.091,2,454.965,TOTAL,260922,3,433.3,,,49.99,
AYALA SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,81636000502,AYALA,PINK,750ML,Latest 52 Wks,1429.06,5948.3,4.417,14.167,53,170,0.00029,0.00047,49277.93103,260960.495,3,476.3533333,TOTAL,260885,3,592.99,,134.99,125.96,0.00%
AYALA SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,81636000502,AYALA,PINK,750ML,Latest 13 Wks,0,874.75,0,2.083,0,25,0,0.00032,0,0,0,0,TOTAL,0,0,0,,134.99,129.99,0.00%
AYALA SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,81636000502,AYALA,PINK,750ML,Latest 26 Wks,0,1784.49,0,4.25,0,51,0,0.0004,0,0,0,0,TOTAL,0,0,0,,,129.99,
AYALA SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,81636000502,AYALA,PINK,750ML,Latest 4 Wks,0,349.9,0,0.833,0,10,0,0.00021,0,0,0,0,TOTAL,0,0,0,,71.16,59.01,0.00%
CHAMPAGNE HURE FRERES SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,837582853356,CHAMPAGNE HURE FRERES,WHITE,750ML,Latest 52 Wks,1421.76,1124.8,2,1.667,24,20,0.00006,0.00005,236960,260960.495,4,355.44,TOTAL,260885,4,310.45,,73.95,62.79,0.00%
CHAMPAGNE HURE FRERES SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,837582853356,CHAMPAGNE HURE FRERES,WHITE,750ML,Latest 13 Wks,359.94,353.94,0.5,0.5,6,6,0.00004,0.00004,89985,261185.275,1,359.94,TOTAL,260997,1,179.97,,72.30,,0.00%
CHAMPAGNE HURE FRERES SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,837582853356,CHAMPAGNE HURE FRERES,WHITE,750ML,Latest 26 Wks,359.94,353.94,0.5,0.5,6,6,0.00004,0.00004,89985,261037.091,1,359.94,TOTAL,260922,1,179.97,,172.13,159.72,0.00%
CHAMPAGNE HURE FRERES SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,837582853356,CHAMPAGNE HURE FRERES,WHITE,750ML,Latest 4 Wks,179.97,0,0.25,0,3,0,0.00004,0,44992.5,261443.248,1,179.97,TOTAL,261123,1,179.97,,179.99,160.99,0.00%
PETIT & BAJAN SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,357582809850,PETIT & BAJAN,WHITE,750ML,Latest 52 Wks,1379.81,1236.88,1.583,1.5,19,18,0.00004,0.00006,344952.5,260960.495,2,689.905,TOTAL,260885,3,529.93,,,174.99,
PETIT & BAJAN SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,357582809850,PETIT & BAJAN,WHITE,750ML,Latest 26 Wks,319.96,692.9,0.333,0.833,4,10,0.00004,0.00004,79990,261037.091,1,319.96,TOTAL,260922,1,319.96,,,164.99,
PETIT & BAJAN SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,357582809850,PETIT & BAJAN,WHITE,750ML,Latest 13 Wks,319.96,209.97,0.333,0.25,4,3,0.00004,0.00004,79990,261185.275,1,319.96,TOTAL,260997,1,319.96,,80.32,71.99,0.00%
PETIT & BAJAN SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,357582809850,PETIT & BAJAN,WHITE,750ML,Latest 4 Wks,0,209.97,0,0.25,0,3,0,0.00004,0,0,0,0,TOTAL,#N/A,#N/A,#N/A,,97.49,74.07,0.00%
LANSON SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,69274304093,LANSON,WHITE,750ML,Latest 52 Wks,1374.89,1402.38,0.917,0.917,11,11,0.00008,0.00014,171861.25,260960.495,5,274.978,TOTAL,260885,5,292.48,,84.99,74.99,0.00%
LANSON SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,69274304093,LANSON,WHITE,750ML,Latest 26 Wks,424.96,957.43,0.333,0.583,4,7,0.00006,0.00008,70826.66667,261037.091,3,141.6533333,TOTAL,260922,3,141.65,,,74.99,
LANSON SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,69274304093,LANSON,WHITE,750ML,Latest 13 Wks,199.98,657.45,0.167,0.417,2,5,0.00002,0.00006,99990,261185.275,1,199.98,TOTAL,260997,3,141.65,,299.99,308.99,0.00%
LANSON SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,69274304093,LANSON,WHITE,750ML,Latest 4 Wks,0,87.49,0,0.083,0,1,0,0.00001,0,0,0,0,TOTAL,261123,1,199.98,,299.99,314.28,0.00%
JCB SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 750ML,357582838668,JCB,WHITE,750ML,Latest 52 Wks,1369.81,0,1.583,0,19,0,0.00007,0,195687.1429,260960.495,6,228.3016667,TOTAL,260885,6,216.64,,299.99,299.99,0.00%
JCB SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 750ML,357582838668,JCB,WHITE,750ML,Latest 26 Wks,879.88,0,1,0,12,0,0.00006,0,146646.6667,261037.091,5,175.976,TOTAL,260922,5,161.98,,,299.99,
JCB SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 750ML,357582838668,JCB,WHITE,750ML,Latest 13 Wks,419.94,0,0.5,0,6,0,0.00005,0,83988,261185.275,2,209.97,TOTAL,260997,4,127.48,,199.99,163.49,0.00%
JCB SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 750ML,357582838668,JCB,WHITE,750ML,Latest 4 Wks,69.99,0,0.083,0,1,0,0.00004,0,17497.5,261443.248,1,69.99,TOTAL,261123,2,139.98,,199.99,177.99,0.00%
HENRIOT SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,328489011411,HENRIOT,WHITE,750ML,Latest 52 Wks,1359.515,5759.311,2.291,10.116,27.496,121.392,0.00012,0.00021,113292.9167,260960.495,14.089,96.49478316,TOTAL,260885,14,98.72,,,176.66,
HENRIOT SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,328489011411,HENRIOT,WHITE,750ML,Latest 13 Wks,44.98,79.98,0.083,0.167,1,2,0.00002,0.00006,22490,261185.275,1,44.98,TOTAL,260997,1,44.98,,399.97,299.97,0.00%
HENRIOT SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,328489011411,HENRIOT,WHITE,750ML,Latest 26 Wks,44.98,79.98,0.083,0.167,1,2,0.00002,0.00006,22490,261037.091,1,44.98,TOTAL,260922,1,44.98,,119.99,82.76,0.00%
HENRIOT SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,328489011411,HENRIOT,WHITE,750ML,Latest 4 Wks,0,39.99,0,0.083,0,1,0,0.00006,0,0,0,0,TOTAL,261123,1,44.98,,119.99,89.53,0.00%
POMMERY SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,3125900549,POMMERY,WHITE,750ML,Latest 52 Wks,1353.12,0,19.083,0,229,0,0.00003,0,451040,260960.495,3,451.04,TOTAL,260885,3,435.07,,119.99,89.72,0.00%
POMMERY SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,3125900549,POMMERY,WHITE,750ML,Latest 26 Wks,724.79,0,10.083,0,121,0,0.00003,0,241596.6667,261037.091,3,241.5966667,TOTAL,260922,3,291.31,,119.99,,0.00%
POMMERY SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,3125900549,POMMERY,WHITE,750ML,Latest 13 Wks,359.4,0,5,0,60,0,0.00003,0,119800,261185.275,3,119.8,TOTAL,260997,3,129.78,,119.99,,0.00%
POMMERY SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,3125900549,POMMERY,WHITE,750ML,Latest 4 Wks,47.92,0,0.667,0,8,0,0.00003,0,15973.33333,261443.248,3,15.97333333,TOTAL,261123,3,51.91,,79.99,67.35,0.00%
PLOYEZ-JACQUEMART SPK CHAMPAGNE WHITE WHITE BRUT FRANCE 750ML,327582885371,PLOYEZ-JACQUEMART,WHITE,750ML,Latest 52 Wks,1349.89,2264.26,0.917,1.167,11,14,0.00011,0.00009,122717.2727,260960.495,7,192.8414286,TOTAL,260885,7,192.84,,148.12,,0.00%
PLOYEZ-JACQUEMART SPK CHAMPAGNE WHITE WHITE BRUT FRANCE 750ML,327582885371,PLOYEZ-JACQUEMART,WHITE,750ML,Latest 26 Wks,699.94,1359.92,0.5,0.667,6,8,0.00009,0.00005,77771.11111,261037.091,4,174.985,TOTAL,260922,4,204.98,,149.99,,0.00%
PLOYEZ-JACQUEMART SPK CHAMPAGNE WHITE WHITE BRUT FRANCE 750ML,327582885371,PLOYEZ-JACQUEMART,WHITE,750ML,Latest 13 Wks,339.97,849.95,0.25,0.417,3,5,0.00007,0.00004,48567.14286,261185.275,2,169.985,TOTAL,260997,2,169.99,,149.99,,0.00%
PAUL BARA SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,347582835010,PAUL BARA,WHITE,750ML,Latest 52 Wks,1336.5,625,0.833,0.417,10,5,0.00007,0.00005,190928.5714,260960.495,3.5,381.8571429,TOTAL,260885,3,390.45,,149.99,,0.00%
PAUL BARA SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,347582835010,PAUL BARA,WHITE,750ML,Latest 26 Wks,540,125,0.333,0.083,4,1,0.00005,0.00002,108000,261037.091,2,270,TOTAL,260922,1,292.52,,197.26,151.72,0.00%
PAUL BARA SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,347582835010,PAUL BARA,WHITE,750ML,Latest 13 Wks,135,0,0.083,0,1,0,0.00002,0,67500,261185.275,1,135,TOTAL,260997,2,135,,181.19,,0.00%
AYALA SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 375ML,327582849320,AYALA,WHITE,375ML,Latest 52 Wks,1316.64,829.76,1.5,1.042,36,25,0.00011,0.00005,119694.5455,260960.495,7,188.0914286,TOTAL,260885,6,170.62,,181.19,204.00,0.00%
AYALA SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 375ML,327582849320,AYALA,WHITE,375ML,Latest 26 Wks,580.84,203.19,0.667,0.25,16,6,0.00011,0.00005,52803.63636,261037.091,6,96.80666667,TOTAL,260922,4,127.47,,181.19,,0.00%
AYALA SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 375ML,327582849320,AYALA,WHITE,375ML,Latest 13 Wks,543.85,63.23,0.625,0.083,15,2,0.0001,0.00002,54385,261185.275,5,108.77,TOTAL,260997,2,125.47,,41.99,37.34,0.00%
